Track Name,Album Release Decade,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Artist Popularity,Track URI,Track Popularity
Everything Has Changed,10s,"pop,pop,singer-songwriter pop,uk pop",0.631,0.475,6.0,-6.66,1.0,0.0283,0.349,2.57e-06,0.336,0.426,80.029,4.0,100,spotify:track:2si9smgJqjB3aCRpzz6rYE,0
Water Song/Janie's Got A Gun,80s,"album rock,classic rock,hard rock,rock",0.617,0.788,5.0,-5.055,1.0,0.0313,0.0978,0.000251,0.144,0.368,115.532,4.0,75,spotify:track:5XPDEg7yZT893Ocru6IEph,47
Concrete And Clay,10s,australian rock,0.56,0.851,2.0,-6.519,1.0,0.0414,0.0972,0.0,0.0682,0.862,92.652,4.0,47,spotify:track:54tWzW3JZe9KsHSzYDQzUO,38
Circles,10s,"australian alternative rock,australian indie,australian pop,australian rock,perth indie",0.452,0.718,2.0,-7.595,0.0,0.0294,0.0115,0.00747,0.243,0.223,78.964,4.0,49,spotify:track:2TDFIFnPOd3LohJhd1acOl,36
1-2-3,00s,philly soul,0.65,0.691,5.0,-7.006,1.0,0.0409,0.145,0.0,0.305,0.736,126.564,4.0,24,spotify:track:5t6q0AC5pTGxCnLSg3qu4i,26
"Let It Go - From ""Frozen""/Soundtrack Version",10s,"hollywood,movie tunes,show tunes",0.539,0.487,5.0,-6.855,0.0,0.0311,0.546,0.0,0.12,0.37,137.062,4.0,69,spotify:track:5iRQpPfF8skr0GLWYLRbaN,0
Give Me Something,10s,"australian alternative pop,australian r&b",0.576,0.682,1.0,-7.041,1.0,0.055,0.186,0.0,0.0977,0.885,85.98,4.0,42,spotify:track:5KwtMxjFSXoixWutWmxDee,35
What To Do,20s,pop r&b,0.728,0.467,5.0,-6.144,1.0,0.0581,0.281,0.0,0.103,0.339,99.914,4.0,59,spotify:track:6WmiK2assqEPtmqDnn7Dxc,34
Take Back The City,00s,"irish rock,modern rock,neo mellow,permanent wave,pop rock",0.525,0.949,8.0,-4.44,1.0,0.0579,0.00288,5.44e-06,0.117,0.334,130.115,4.0,68,spotify:track:4n9dNmFWPfr6VNJVO9fLWw,50
Lay Down (Candles In The Rain) - Long Version,90s,"folk,persian pop",0.286,0.66,7.0,-13.243,1.0,0.0617,0.112,0.197,0.1,0.66,92.113,4.0,47,spotify:track:1mVTTCmWniYZrjHwHRqWyw,37
Praise You - Radio Edit,00s,"big beat,electronica",0.622,0.884,1.0,-6.715,1.0,0.0467,0.0403,0.371,0.282,0.561,109.722,4.0,64,spotify:track:2tn9zXqIZJbgL1swqwOktz,69
Big World,10s,australian pop,0.629,0.559,5.0,-5.184,0.0,0.0761,0.0839,0.0,0.113,0.457,75.888,3.0,61,spotify:track:3Zb7q3OoEbRJIl7cIgW1se,26
One Too Many,20s,"australian country,australian pop,contemporary country,country,country road,dance pop,pop",0.697,0.535,4.0,-6.504,1.0,0.068,0.247,0.0,0.569,0.594,82.959,4.0,69,spotify:track:5NUXE8W12lWcUXgJRCjeEw,70
Another Night,90s,"diva house,eurodance,german techno,hip house",0.812,0.877,7.0,-7.596,1.0,0.0399,0.099,0.00441,0.135,0.885,125.916,4.0,54,spotify:track:3DL3P7ZMOu5gApQwaUtseF,53
Regular Touch,10s,"australian indie,australian pop",0.617,0.555,8.0,-7.802,0.0,0.132,0.181,5.68e-06,0.111,0.462,93.833,4.0,52,spotify:track:0V1UrYfF9QmRwtpULzXQgw,0
If I Ever Fall In Love,90s,"boy band,contemporary r&b,new jack swing,r&b",0.631,0.304,10.0,-12.239,0.0,0.0349,0.0949,0.0,0.285,0.183,128.019,4.0,49,spotify:track:0OH5ZegnMYV119OvFiKT9Z,0
Show Me Love - Radio Version,90s,"dance pop,electropop,neo-synthpop,scandipop,swedish electropop,swedish pop",0.546,0.643,6.0,-4.069,0.0,0.0437,0.0745,0.0,0.213,0.704,181.838,4.0,60,spotify:track:6SluaPiV04KOaRTOIScoff,62
Day 'N' Nite - Crookers Remix,00s,"hip hop,ohio hip hop,pop rap,rap,fidget house",0.756,0.705,11.0,-4.744,0.0,0.0462,0.0326,0.0503,0.0552,0.962,129.993,4.0,81,spotify:track:34sGnIHB3ZthMvHpNX1i7e,70
Been Waiting,00s,"australian indigenous,australian pop,australian talent show",0.677,0.684,9.0,-4.377,0.0,0.0428,0.149,0.0,0.0451,0.783,113.996,4.0,51,spotify:track:3a0Qs1ZqkjTVne2XJuSGQw,52
Sarah,00s,"australian alternative rock,australian rock,perth indie",0.632,0.846,8.0,-4.03,0.0,0.0498,0.0337,8.61e-06,0.153,0.502,130.044,4.0,44,spotify:track:53haw5BnbMjfQ7zLXK8OSN,44
Sara,80s,"album rock,classic rock,rock,soft rock,yacht rock",0.741,0.388,10.0,-16.693,1.0,0.031,0.384,0.0235,0.0933,0.589,126.819,4.0,81,spotify:track:0q1exbzIDRxqJ6VUKH3seg,64
Happiness,10s,talent show,0.711,0.748,8.0,-7.318,1.0,0.131,0.133,0.0,0.461,0.489,127.99,4.0,54,spotify:track:5S4J5QVt1X0ZACiPOrOCoq,64
Believe Me,20s,uk dance,0.629,0.876,5.0,-5.572,0.0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,4.0,50,spotify:track:44xO8889yUQHn70P73NILS,68
Troglodyte (Cave Man),00s,rare groove,0.806,0.739,5.0,-10.235,1.0,0.0857,0.00581,0.00498,0.124,0.877,133.465,4.0,30,spotify:track:0WA2iSMdmXP3mfu7pyEk4J,17
Catch the Wind,60s,"british folk,british invasion,classic rock,folk,folk rock,glam rock,psychedelic folk,psychedelic rock,scottish singer-songwriter,singer-songwriter",0.385,0.305,3.0,-12.167,1.0,0.0296,0.452,7.69e-06,0.128,0.547,173.377,3.0,55,spotify:track:6aXKbU2QGsOms8UT3eUOg1,63
Wild At Heart,10s,"australian alternative rock,australian indie,australian pop,australian rock,perth indie",0.463,0.916,8.0,-5.464,1.0,0.0469,0.000258,1.58e-05,0.154,0.294,100.485,4.0,49,spotify:track:4YTL3n9Ve19arkW5G5EBo6,41
Young at Heart,10s,,0.493,0.848,6.0,-3.628,1.0,0.0404,0.001,3.21e-05,0.261,0.39,122.525,4.0,20,spotify:track:2YwPVkOzvq4N6xOCznpLoy,0
Say What You Want,90s,"new romantic,new wave pop,scottish rock",0.633,0.841,4.0,-5.932,1.0,0.0706,0.2,0.0,0.396,0.803,95.894,4.0,57,spotify:track:6h6Ccbgvhibl2XQ0SQNR70,68
Diamonds,10s,"australian country,contemporary country,country road,modern country rock",0.634,0.823,2.0,-5.01,1.0,0.0367,0.322,2.53e-05,0.317,0.964,157.878,4.0,54,spotify:track:1ZHWO6q1J88f9WrRJbPupM,51
Creepin' (with The Weeknd & 21 Savage),20s,"hip hop,rap,canadian contemporary r&b,canadian pop,pop,atl hip hop,hip hop,rap,trap",0.715,0.62,1.0,-6.005,0.0,0.0484,0.417,0.0,0.0822,0.172,97.95,4.0,93,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,95
Watercolour - Full Version; Single,10s,"australian dance,dancefloor dnb,drum and bass",0.421,0.896,5.0,-5.696,0.0,0.103,0.000174,0.039,0.323,0.169,174.065,4.0,61,spotify:track:5ami95W9OOWQPwrBb5tud5,61
I Still Haven't Found What I'm Looking For - Remastered 2007,80s,"irish rock,permanent wave,rock",0.565,0.764,1.0,-9.43,1.0,0.0351,0.0139,0.00488,0.079,0.686,100.891,4.0,78,spotify:track:7gozgbG5EBTukCFWToTRA5,0
Walk Away,20s,"adult standards,easy listening",0.125,0.43,0.0,-11.373,1.0,0.0338,0.786,0.000925,0.183,0.308,174.54,4.0,52,spotify:track:7JURn7T7Tq3wszT0aEieBM,38
Come Together,90s,"r&b,soul",0.825,0.775,11.0,-6.161,0.0,0.0381,0.112,0.000678,0.0782,0.765,89.601,4.0,83,spotify:track:1eGYirwbCEhehpvytx7BRd,0
All I Wanna Do,90s,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter",0.82,0.528,9.0,-11.179,1.0,0.0321,0.111,0.0186,0.257,0.931,120.091,4.0,67,spotify:track:4cqHVuDLFbO1XCr4nmks4S,0
Wildest Dreams,10s,pop,0.554,0.666,8.0,-7.414,1.0,0.0747,0.0702,0.00593,0.106,0.472,140.056,4.0,100,spotify:track:59HjlYCeBsxdI0fcm3zglw,77
Music To My Heart,20s,social media pop,0.755,0.796,4.0,-7.017,0.0,0.0505,0.00773,0.00031,0.0502,0.509,116.877,4.0,36,spotify:track:5a3L9h9YfI96BMs4QaKJ67,10
Weapon Of Choice (feat. Bootsy Collins) - Remastered Version,00s,"big beat,electronica,funk,p funk,soul",0.62,0.952,8.0,-4.452,0.0,0.0579,0.135,0.788,0.184,0.949,195.926,4.0,64,spotify:track:3qs3aHNUcqFGv7jMYJJCYa,56
Take Me To Your Heart - Remastered Version,80s,"dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,new wave pop,rock keyboard",0.63,0.626,5.0,-8.416,0.0,0.0257,0.0171,0.0334,0.123,0.82,132.648,4.0,69,spotify:track:5yMnj6Shf9diZ3wScLL7rk,25
Tell Me,10s,"doo-wop,rhythm and blues",0.44,0.408,7.0,-9.774,1.0,0.0271,0.729,2.48e-06,0.0881,0.479,102.095,3.0,15,spotify:track:7BlWK6ZJN4oYqlUKZBz4q0,26
She's Like A Comet,10s,"aussie emo,australian alternative rock,australian rock,perth indie",0.463,0.931,6.0,-3.809,0.0,0.0436,7.58e-05,0.000867,0.138,0.585,145.013,4.0,37,spotify:track:0UZqLyiCqfEYNFQ9ioNC64,0
Bow Chicka Wow Wow,10s,"dance pop,pop,pop dance,pop rap",0.614,0.648,7.0,-5.454,1.0,0.0443,0.408,0.0,0.0523,0.585,73.49,4.0,70,spotify:track:4BHWe17hBiYtvgBT2KTRv3,46
(Baby I've Got You) On My Mind,10s,"australian alternative rock,australian rock",0.364,0.973,3.0,-3.063,1.0,0.0974,0.00123,0.000129,0.105,0.715,146.566,4.0,54,spotify:track:14eMREyojdEm4nwEJn084p,0
Dirty Deeds Done Dirt Cheap,70s,"australian rock,hard rock,rock",0.668,0.906,11.0,-4.881,0.0,0.17,0.214,0.00245,0.135,0.507,135.653,4.0,82,spotify:track:2d4e45fmUnguxh6yqC7gNT,77
We Think It's Love,00s,australian pop,0.663,0.596,7.0,-7.076,1.0,0.0295,0.0183,0.0,0.136,0.589,102.062,4.0,13,spotify:track:0U4N96l1t03MXDk0FTigS1,3
Selfish,10s,"australian indigenous,australian pop,australian talent show",0.718,0.744,6.0,-4.535,1.0,0.234,0.134,0.0,0.273,0.943,99.609,4.0,51,spotify:track:7rFNG5N6QnhsTW2aQADMEG,31
All My Love (Solo Tu),70s,"adult standards,rock-and-roll",0.218,0.325,9.0,-11.568,1.0,0.0277,0.373,0.0,0.0971,0.559,181.04,3.0,53,spotify:track:0KJ6DVCCXRoOxXTnZhExGk,33
Daytrip to Bangor (Single Version) (Day Trip to Bangor - Didn't We Have a Lovely Time),10s,,0.703,0.384,9.0,-12.228,1.0,0.0527,0.831,0.0,0.192,0.942,135.111,4.0,0,spotify:track:4PMUMkCihkys0PKCKOgm9h,31
Rollover DJ,00s,"garage rock,modern rock,pop rock",0.488,0.913,0.0,-3.789,1.0,0.0525,0.000321,5.19e-06,0.0976,0.622,133.607,4.0,62,spotify:track:3fyDzAD4eC4X8KcZFpD3zT,0
This Heart Attack,00s,"australian alternative rock,australian indie",0.625,0.813,1.0,-4.184,0.0,0.0428,0.0201,0.0,0.146,0.733,122.017,4.0,34,spotify:track:2HwlvOkwACOGFySnp16b9l,52
7 Seconds (feat. Neneh Cherry),90s,"afropop,mbalax,world,new wave pop,urban contemporary",0.679,0.659,1.0,-10.826,0.0,0.0269,0.0771,4.12e-06,0.316,0.528,154.171,4.0,52,spotify:track:0PrlpSOlCkA1SJlqaSzpou,50
Don't Wanna Know (feat. Kendrick Lamar),10s,"pop,conscious hip hop,hip hop,rap,west coast rap",0.775,0.617,7.0,-6.166,1.0,0.0701,0.341,0.0,0.0985,0.485,100.048,4.0,85,spotify:track:2QbFClFyhMMtiurUjuQlAe,0
Heaven,10s,"r&b,talent show",0.432,0.954,8.0,-3.102,0.0,0.184,0.0345,0.0234,0.288,0.27,106.6,1.0,62,spotify:track:4oTIuUmpE2xdXrpon9lgfJ,43
Vasoline,90s,"alternative metal,alternative rock,classic rock,grunge,hard rock,nu metal,post-grunge,rock",0.297,0.989,10.0,-4.945,1.0,0.111,0.00141,0.000167,0.0911,0.323,168.893,4.0,67,spotify:track:5vCE0xRLIEG1Zej2tgWFDb,0
Somethin' Stupid,00s,"dance rock,europop,hollywood",0.654,0.515,0.0,-12.185,1.0,0.0261,0.429,5.62e-06,0.174,0.677,106.191,4.0,71,spotify:track:4kSKacywUJHdhyst4PL6pl,69
Ridin' Solo,10s,"dance pop,pop",0.442,0.83,9.0,-4.02,1.0,0.146,0.128,0.0,0.129,0.578,89.338,4.0,79,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,71
Freedom of Choice - 2009 Remaster,80s,"alternative rock,art punk,dance rock,new romantic,new wave,new wave pop,post-punk,synth punk,synthpop,zolo",0.823,0.945,0.0,-8.342,1.0,0.0331,0.284,0.013,0.0702,0.96,140.262,4.0,54,spotify:track:287sY3xneZHgr0qKMhGOYR,27
The Orange and the Green,10s,"canadian celtic,irish folk,irish pub song",0.789,0.684,3.0,-6.655,1.0,0.0368,0.637,2.01e-06,0.0312,0.965,117.007,4.0,54,spotify:track:4xmDwXBgfWYoshkeEL5B0R,46
Tennessee Flat Top Box - 1988 Version,20s,"arkansas country,outlaw country,rock",0.656,0.66,2.0,-10.4,1.0,0.0432,0.268,0.00108,0.133,0.692,97.158,4.0,74,spotify:track:4VkF5uwPL3Exv3WEZeadWM,20
"Sitting, Waiting, Wishing",00s,neo mellow,0.766,0.547,0.0,-7.25,1.0,0.0264,0.229,1.5e-05,0.104,0.556,105.01,4.0,76,spotify:track:1dnXuEuApvuVqQCn0v9McL,73
Show Me,10s,talent show,0.787,0.874,8.0,-2.814,1.0,0.0717,0.044,0.0,0.329,0.959,133.984,4.0,30,spotify:track:2ztJRRWvvqGuSfSSQYZEXK,18
My Hero,00s,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",0.364,0.925,4.0,-4.224,1.0,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981,4.0,78,spotify:track:7u5dBtASrtOuBTTZjJrvuJ,60
We've Only Just Begun,10s,"australian pop,australian talent show,talent show",0.303,0.653,11.0,-4.71,1.0,0.0397,0.427,0.0,0.126,0.176,173.909,4.0,37,spotify:track:09cPQLDL1JH4Zz5ax1hd27,20
Bless My Soul,00s,"australian alternative rock,australian rock",0.135,0.968,8.0,-3.811,1.0,0.147,4.82e-05,1.5e-05,0.284,0.275,215.537,4.0,54,spotify:track:1ru7HnyTXzFsY2rq7H2jzt,0
Cigarettes Will Kill You,90s,"australian alternative rock,australian pop,australian rock,pop rock",0.709,0.613,8.0,-7.653,1.0,0.0279,0.0424,0.00184,0.0777,0.533,114.948,4.0,41,spotify:track:3gU67Zv2F5tDliqIfwuGar,0
Rain,90s,"dance pop,pop",0.592,0.642,10.0,-9.38,1.0,0.026,0.0883,0.00134,0.131,0.16,92.419,4.0,81,spotify:track:3b3PnE1ROIZzILjmCGjVib,55
Hush Hush; Hush Hush / I Will Survive - Medley,00s,"dance pop,girl group,pop",0.613,0.778,10.0,-3.933,0.0,0.0689,0.0985,0.0,0.356,0.626,129.483,4.0,69,spotify:track:2H9CKpZiLDF223BbwehpDF,61
Rosanna,80s,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock",0.365,0.513,7.0,-13.034,0.0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4.0,74,spotify:track:37BTh5g05cxBIRYMbw8g2T,76
S Club Party,90s,"dance pop,europop,talent show",0.643,0.879,6.0,-6.579,0.0,0.0435,0.0681,0.0,0.313,0.774,101.984,4.0,56,spotify:track:3r2EtAEybamz9jJm8W47lA,0
At My Best (feat. Hailee Steinfeld),10s,"ohio hip hop,pop rap,pop",0.531,0.784,7.0,-6.664,0.0,0.219,0.00231,0.00013,0.238,0.214,169.862,4.0,79,spotify:track:0BSd5u6lQJWDoNVMuBYBiA,0
Take It Home,10s,"australian pop,australian talent show",0.683,0.834,0.0,-3.353,1.0,0.0382,0.0235,0.0,0.098,0.797,130.043,4.0,21,spotify:track:4YkA5jaaYGslmvPW0GXMXP,42
Take Cover,10s,,0.618,0.585,5.0,-6.115,1.0,0.0465,0.08,0.0,0.0947,0.138,131.859,4.0,32,spotify:track:3C99A4P713NyauX0tYZ7cm,0
Kiss Me Now,90s,,0.54,0.704,0.0,-10.121,1.0,0.038,0.0837,7.12e-05,0.474,0.876,91.392,4.0,9,spotify:track:0n2rc4Vc9bhEiKAonEYevJ,2
Surfin' USA,90s,bubblegum pop,0.572,0.646,7.0,-12.176,1.0,0.0461,0.0183,0.0,0.0969,0.971,158.103,4.0,34,spotify:track:5vJIqByEnZmFb9dyIgBzR1,34
Dumb Things - triple j Like A Version,10s,"australian hip hop,australian indigenous,australian indigenous hip hop,australian underground hip hop,australian indigenous,australian rock",0.593,0.704,9.0,-7.041,0.0,0.139,0.202,0.0,0.0997,0.255,130.044,4.0,32,spotify:track:3jnvoZjYSccaivu3hz2aOD,0
Something So Strong,10s,"australian rock,permanent wave",0.573,0.886,7.0,-5.206,1.0,0.0459,0.0914,4.41e-05,0.0718,0.682,119.827,4.0,65,spotify:track:4ml6eCtBlmYVfpfXJsUFD2,50
Starving,10s,"pop,complextro,edm,german techno,pop,pop dance",0.636,0.633,4.0,-4.23,1.0,0.126,0.371,0.0,0.102,0.512,99.721,4.0,68,spotify:track:1qOLh0tI7trd1zdDKxYZTe,0
I Don't Want You Back,00s,,0.817,0.639,0.0,-6.13,0.0,0.0548,0.0991,0.000176,0.0401,0.522,68.511,4.0,51,spotify:track:5KG3Jt9obEx9s4AN5ToXSh,42
Bittersweet Goodbyes,20s,,0.594,0.603,6.0,-9.755,0.0,0.0504,0.137,1.21e-05,0.765,0.498,139.943,4.0,19,spotify:track:569ZjgqzdgsWRAukvVbDBi,8
On My Way,10s,"australian indie,folk-pop",0.57,0.821,4.0,-7.347,1.0,0.0574,0.257,0.0,0.104,0.534,138.024,4.0,61,spotify:track:30w9SEmvLQTrWf9LFxA7IO,49
Feel like Makin' Love - 2015 Remaster,10s,"album rock,classic rock,country rock,glam metal,hard rock,mellow gold,rock,singer-songwriter,soft rock,southern rock",0.534,0.546,7.0,-9.67,1.0,0.031,0.347,0.0036,0.633,0.762,85.357,4.0,57,spotify:track:3ah00c31Rakc6gxl6eIfcS,37
Little Shocks,10s,"modern rock,rock",0.482,0.939,11.0,-3.77,0.0,0.133,0.00428,0.00437,0.102,0.358,91.929,4.0,59,spotify:track:2D7WrirGvL1vJwBFLwBSzJ,0
Keep Your Head Up,10s,"neo mellow,post-teen pop",0.671,0.773,0.0,-5.225,1.0,0.0373,0.0455,0.0,0.0876,0.758,90.012,4.0,67,spotify:track:3k2BPNEReUDyhWt5zGOxlh,0
All Day and All of the Night,60s,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter",0.551,0.86,7.0,-7.839,1.0,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,4.0,65,spotify:track:78JmElAFmrPNhLjovDR9Jm,71
Broken Leg,00s,"australian alternative rock,australian indie",0.537,0.828,2.0,-3.897,1.0,0.0547,0.11,0.0,0.379,0.612,142.973,4.0,39,spotify:track:32G0h9eJinZuDu89USLU2V,52
Running,00s,"australian alternative rock,australian rock,kiwi rock",0.395,0.717,6.0,-5.035,1.0,0.0314,0.00149,0.0015,0.0484,0.265,139.987,4.0,42,spotify:track:3tUcVY5vgYdMwMiUi0dqhe,0
GIRL LIKE ME,20s,"dance pop,pop,pop rap,colombian pop,dance pop,latin pop,pop",0.965,0.485,2.0,-8.784,1.0,0.191,0.0206,0.0237,0.0655,0.312,124.025,4.0,80,spotify:track:0LUdGEOj20wBg5M9BHrFTl,54
Don't You Remember,10s,"british soul,pop,pop soul,uk pop",0.643,0.4,3.0,-5.712,1.0,0.0304,0.214,0.0,0.0866,0.226,115.023,4.0,85,spotify:track:48s4feNgV243gbAGTTBIrc,0
My Completeness,00s,"australian pop,australian rock",0.412,0.912,2.0,-3.197,1.0,0.0526,0.0242,0.0,0.177,0.38,159.618,4.0,44,spotify:track:50RP5xJrJdRXySXSkAWkMv,30
Hot Chilli Woman,90s,australian rock,0.448,0.982,9.0,-7.311,1.0,0.0628,0.000996,0.0048,0.191,0.387,157.086,4.0,42,spotify:track:6LtvuBGgVkvJc5BkbdH3dH,25
Kashmir - 1990 Remaster,70s,"album rock,classic rock,hard rock,rock",0.48,0.536,2.0,-11.166,1.0,0.0427,0.488,4.22e-05,0.155,0.581,80.617,3.0,76,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,0
Summer Love,00s,australian rock,0.448,0.82,5.0,-6.91,1.0,0.033,0.2,0.00387,0.138,0.613,130.857,4.0,35,spotify:track:0HihhK0L7qhDuTZq1r2RTf,0
Sunroof,20s,singer-songwriter pop,0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.0,0.15,0.842,131.443,4.0,67,spotify:track:4h4QlmocP3IuwYEj2j14p8,87
Your Love,80s,"album rock,power pop",0.555,0.757,1.0,-7.868,0.0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,4.0,68,spotify:track:5dRQUolXAVX3BbCiIxmSsf,77
Trouble Trouble,10s,"aussietronica,australian dance,australian house,australian pop",0.69,0.985,8.0,-0.861,1.0,0.109,0.129,0.0,0.152,0.634,127.971,4.0,31,spotify:track:3kiym836jU3q3eQhTRfayR,17
Big Plans,10s,"boy band,pop",0.693,0.604,11.0,-5.279,1.0,0.0427,0.0668,0.0,0.114,0.651,75.014,4.0,66,spotify:track:6Yx181fZzA0YE2EkUsYruq,0
Following the Sun,20s,,0.734,0.828,6.0,-4.433,0.0,0.033,0.398,0.0225,0.136,0.717,127.023,4.0,58,spotify:track:2sFbdDiEDpyCdP5nUCuGBm,67
When The War Is Over,10s,australian rock,0.562,0.661,9.0,-3.433,1.0,0.0246,0.0762,0.0,0.071,0.455,92.836,4.0,55,spotify:track:7F1cvZrjJyVKi1dbB0IpS3,0
Pink Houses,80s,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,4.0,65,spotify:track:5JKQMoGmXwDHCodn5pFVHB,69
From New York to L.A. - Radio Edit,70s,,0.549,0.687,2.0,-7.927,1.0,0.0444,0.156,0.0,0.684,0.665,127.05,4.0,24,spotify:track:7qmqjzRl72MHAfR89SM4Kb,38
Love Will Never Do (Without You) - Single Version,90s,"dance pop,r&b,urban contemporary",0.735,0.972,1.0,-7.176,1.0,0.038,0.0659,0.00526,0.143,0.553,103.193,4.0,65,spotify:track:3GD7BGrmY6QQPHRPzp5elC,0
Ana's Song (Open Fire),90s,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge",0.395,0.648,9.0,-7.372,1.0,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,4.0,57,spotify:track:2ZvVKaRZzeEdmTrpTrhEvR,48
Fever,20s,"dance pop,pop,uk pop,belgian pop,french pop,variete francaise",0.868,0.693,6.0,-7.052,0.0,0.181,0.0597,0.00399,0.106,0.396,114.999,4.0,89,spotify:track:3wJVBz7gvGTwTWVAxFa6ny,68
The Millennium Prayer,00s,"adult standards,rock-and-roll",0.252,0.536,2.0,-8.662,1.0,0.037,0.298,0.0,0.102,0.0395,186.329,4.0,53,spotify:track:6nvsIcUyV7Td6J6qrdieOe,35
If You're Over Me,10s,"gauze pop,pop,uk pop",0.647,0.853,8.0,-4.516,1.0,0.0904,0.0615,0.0,0.062,0.618,103.846,4.0,68,spotify:track:01k24g94i1JvkFLQmVEdCd,56
Here I Am,00s,"australian dance,australian pop,australian talent show",0.377,0.453,10.0,-5.256,1.0,0.026,0.106,0.000811,0.217,0.228,80.047,4.0,15,spotify:track:71e9ipM4JVNOa2PpeIU7Yr,14
The Boys Light Up - Remastered,10s,australian rock,0.616,0.949,11.0,-5.47,0.0,0.0369,0.0852,5.75e-05,0.519,0.7,97.859,4.0,52,spotify:track:2ilhzCNSsc4XhnyypGUEQX,0
Your Body Is a Weapon,10s,"liverpool indie,modern alternative rock,modern rock",0.504,0.945,0.0,-3.409,1.0,0.0678,0.000602,0.0,0.174,0.355,104.383,4.0,61,spotify:track:4ilMVJsbmJjRaxVlc2Tui8,45
Stronger,00s,"dance pop,pop",0.707,0.923,11.0,-3.957,1.0,0.0521,0.128,0.000437,0.273,0.842,108.049,4.0,81,spotify:track:5QhBKPqsnX1uY9fZNaAtZg,70
Hot In The City,80s,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock",0.66,0.897,5.0,-5.558,1.0,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,4.0,70,spotify:track:5LeDMHIZ5YDZ2b1VOcYVcG,62
I Know Where It's At,90s,"dance pop,europop,girl group,new wave pop",0.684,0.737,6.0,-7.068,1.0,0.053,0.0221,3.85e-06,0.154,0.712,97.472,4.0,55,spotify:track:7Ag89czNB5rkyO0P8bJF2p,7
Caught Up,00s,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.817,0.806,6.0,-4.606,1.0,0.0623,0.027,9e-06,0.119,0.805,110.086,4.0,83,spotify:track:5zdUc1JRCImBYcDWgvFNpE,68
Atlantis,60s,"british folk,british invasion,classic rock,folk,folk rock,glam rock,psychedelic folk,psychedelic rock,scottish singer-songwriter,singer-songwriter",0.291,0.313,0.0,-16.17,1.0,0.0347,0.177,0.000552,0.0828,0.341,77.893,4.0,55,spotify:track:0kcEK7YuNNfE7jiTnXS1cm,51
Miss Sarajevo,90s,"ambient pop,canzone napoletana,classical tenor,italian tenor,opera,operatic pop",0.217,0.451,4.0,-10.432,1.0,0.0293,0.157,0.804,0.339,0.161,99.821,4.0,38,spotify:track:2C3RaGRcUWBlgKoLzQvRDS,0
"Yummy, Yummy, Yummy",00s,"bubblegum pop,classic garage rock",0.7,0.718,0.0,-6.967,1.0,0.0296,0.592,0.0022,0.0999,0.967,131.48,4.0,32,spotify:track:6WvbMOjKf5y3CAHn4ubwlp,44
Pray,00s,"boy band,europop,talent show",0.538,0.945,7.0,-6.952,1.0,0.0699,0.0774,1.52e-06,0.375,0.506,103.557,4.0,65,spotify:track:72yGizDXOgpP4nPTDAHNJb,0
Calling All Angels,00s,"dance pop,neo mellow,pop,pop rock",0.454,0.839,3.0,-5.368,1.0,0.0441,0.0746,0.0,0.279,0.529,166.166,4.0,74,spotify:track:0E29BKKGCJHcb7b9oIWgGB,61
Dirty Talk,10s,,0.689,0.789,11.0,-5.459,1.0,0.0342,0.0342,0.00129,0.104,0.895,130.01,4.0,46,spotify:track:6IAfQUFWaQdqoTz0P1jk9W,56
Nothing Breaks Like a Heart (feat. Miley Cyrus),10s,"pop soul,pop",0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4.0,75,spotify:track:27rdGxbavYJeBphck5MZAF,79
Burn,10s,"indietronica,metropopolis,pop,uk pop",0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,4.0,79,spotify:track:2GgxS8bUT5G25QJTsfSv0R,70
