Track Name,Album Release Decade,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Artist Popularity,Track URI,Track Popularity
My Thing,20s,,0.747,0.699,10.0,-8.405,0.0,0.0269,0.324,0.177,0.154,0.599,116.017,4.0,5,spotify:track:2KPaSGbVrLAcJKREJK6Qo6,0
Talk It Over,80s,,0.835,0.381,10.0,-13.471,1.0,0.0307,0.695,3.31e-06,0.0648,0.78,95.082,4.0,30,spotify:track:0OKXjd9ZpZioaHyowpQ7as,39
I've Got a Little Something for You,10s,new jack swing,0.66,0.869,7.0,-8.28,1.0,0.0399,0.0652,0.0,0.339,0.737,101.829,4.0,21,spotify:track:2QdbP8eBAmM9eyrlugPS2T,19
Too Much (feat. Usher),20s,"brostep,edm,pop,progressive electro house,electro house,pop dance,slap house,atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.712,0.891,6.0,-2.76,0.0,0.0401,0.00415,0.0,0.258,0.735,126.012,4.0,84,spotify:track:39umHdGKfpnjY4TFtnoQ51,60
Gone Away - 1997,90s,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk",0.45,0.945,3.0,-3.995,1.0,0.0806,0.012,0.00687,0.0683,0.294,111.342,4.0,77,spotify:track:5BnFZLH99sYav2cxJFGO2n,71
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,80s,"album rock,british invasion,classic rock,rock",0.722,0.882,2.0,-6.763,1.0,0.0348,0.0354,0.0496,0.119,0.921,136.299,4.0,80,spotify:track:57J2znxukXsXzS3XPuZ1TG,0
Peaches,90s,"alternative rock,grunge,pop rock",0.417,0.849,1.0,-4.199,0.0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,4.0,58,spotify:track:3VEFybccRTeWSZRkJxDuNR,7
Sunset,00s,"contemporary r&b,hip pop,r&b,urban contemporary",0.818,0.373,9.0,-10.255,0.0,0.0564,0.65,0.0,0.379,0.89,107.009,4.0,48,spotify:track:1jDUEsSWt4YNQBB5X8uuZ2,24
These Days,00s,"australian alternative rock,australian rock",0.156,0.446,9.0,-7.62,1.0,0.033,0.0368,0.0128,0.161,0.0942,83.806,4.0,54,spotify:track:5TrIHwld2ERD75B5TfceEt,0
A Life To Remember,20s,,0.647,0.605,7.0,-6.674,1.0,0.0368,0.654,0.103,0.0963,0.184,173.997,4.0,0,spotify:track:7cxHcrLzGgCZb1VnhKYbEi,1
Girlfriend - Radio Edit,00s,"canadian pop,candy pop,pop",0.551,0.964,7.0,-1.883,1.0,0.114,0.00104,0.000253,0.245,0.668,163.965,4.0,76,spotify:track:5xv4ggemGPNpowZAMwEYHH,51
I Love You,20s,,0.668,0.611,6.0,-5.232,1.0,0.0378,0.0811,0.0,0.323,0.531,98.018,4.0,16,spotify:track:6A5gPYjdXoAnH61WNTmFub,2
I Only Want To Be With You - Mono,00s,"adult standards,british invasion,soul",0.585,0.759,7.0,-6.257,1.0,0.0295,0.0867,0.0,0.07,0.945,132.913,4.0,68,spotify:track:345fmYC4plFCcpZsbDomR3,35
The Return Of The Red Baron,60s,bubblegum pop,0.652,0.778,10.0,-9.743,1.0,0.127,0.639,0.0,0.173,0.825,134.621,4.0,26,spotify:track:0MmluR9xqG0a15ecfJP2qy,20
Song 2,00s,"alternative rock,britpop,madchester,permanent wave,rock",0.658,0.709,8.0,-6.736,1.0,0.0904,0.00188,0.00447,0.0657,0.855,129.701,4.0,70,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,71
Blow Me (One Last Kiss) - Radio Edit,10s,"dance pop,pop",0.593,0.921,7.0,-2.661,1.0,0.0414,0.000202,0.0,0.358,0.722,114.016,4.0,81,spotify:track:4n0foHAK05yGDbZXECeg0i,38
Suga Suga,00s,"chicano rap,latin hip hop,pop rap,southern hip hop,texas latin rap,urban contemporary,hip pop,pop rap,southern hip hop,urban contemporary",0.662,0.748,5.0,-3.041,0.0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,4.0,62,spotify:track:00LfFm08VWeZwB0Zlm24AT,0
Don't Think I'm Not,00s,"contemporary r&b,hip pop,r&b",0.859,0.622,11.0,-8.196,1.0,0.0445,0.0661,0.0,0.0394,0.433,134.007,4.0,36,spotify:track:487Dyzs7Xbbk4hIWYyYT80,57
Mashed Potato,10s,australian rock,0.282,0.697,9.0,-6.528,1.0,0.0378,0.763,5.46e-05,0.242,0.646,145.258,4.0,33,spotify:track:0rWhxNRrN3yj2juc5yRFDF,15
Long Road To Ruin,00s,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",0.401,0.888,0.0,-3.793,1.0,0.0401,0.000367,0.0,0.12,0.365,146.781,4.0,78,spotify:track:0bORa4VpL8NzyMXEI6UFGK,62
Stand By Your Man - Official Audio,60s,"country,country dawn,nashville sound",0.563,0.331,9.0,-9.681,1.0,0.0283,0.776,0.000846,0.125,0.608,105.779,4.0,53,spotify:track:2Cb2l4UoXynCHCeCYHRZN8,54
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),70s,"australian rock,hard rock,rock",0.456,0.863,3.0,-3.551,1.0,0.0894,0.133,0.0538,0.0553,0.532,135.962,4.0,82,spotify:track:7nemcVsXVFZF01iqpIIo2Y,75
Universally Speaking,00s,"alternative rock,funk metal,funk rock,permanent wave,rock",0.558,0.924,2.0,-2.312,1.0,0.0367,0.0887,0.00326,0.263,0.344,117.111,4.0,82,spotify:track:39badcyKTjOtBvv4aywpfs,64
Can't Rely on You,10s,"british soul,talent show",0.844,0.794,1.0,-3.362,1.0,0.0463,0.0943,0.000198,0.0442,0.75,115.016,4.0,67,spotify:track:0rZarhxMQWpdbgqRpunlWK,47
Waking Up In Vegas,00s,pop,0.524,0.878,5.0,-3.108,0.0,0.0346,0.0012,0.0,0.098,0.59,130.989,4.0,84,spotify:track:5tRifT4qX6gfmpEK2pUv4h,46
Alive,90s,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.284,0.875,11.0,-6.069,0.0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4.0,75,spotify:track:1L94M3KIu7QluZe63g64rv,79
Sweet Talk,10s,"australian pop,australian talent show",0.696,0.719,11.0,-4.284,1.0,0.0396,0.012,0.000326,0.219,0.671,114.932,4.0,40,spotify:track:5Tqqa2b9DOjXF6WLhjlrN0,44
Mr. Jones,90s,"neo mellow,pop rock,post-grunge,rock",0.578,0.817,0.0,-6.542,1.0,0.0363,0.183,3.06e-06,0.285,0.726,141.621,4.0,68,spotify:track:5DiXcVovI0FcY2s0icWWUu,82
Song for Suzy,70s,,0.605,0.498,2.0,-12.005,0.0,0.0315,0.288,0.147,0.0812,0.665,92.001,4.0,5,spotify:track:7sWXZGIDQ3FcIVE9yoQ5wH,9
Hook Me Up,00s,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.755,0.937,8.0,-3.04,1.0,0.0719,0.0425,0.121,0.0561,0.776,133.972,4.0,56,spotify:track:1UQUJlTPbdufUmBU3RQ83q,44
Sirens,10s,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.525,0.846,3.0,-5.893,1.0,0.0281,0.00289,1.45e-05,0.142,0.507,155.028,4.0,75,spotify:track:3HPfwpfUtcdyJPvlLtXtNg,0
Could It Be Forever - remastered,70s,"adult standards,bubblegum pop",0.365,0.295,1.0,-12.293,1.0,0.0264,0.597,2.77e-05,0.183,0.341,87.295,4.0,38,spotify:track:1DZN6RZKbKdiewj3o1WLbL,25
Are You Old Enough,80s,"australian rock,kiwi rock",0.701,0.427,2.0,-15.206,1.0,0.0407,0.559,1.19e-06,0.055,0.662,122.926,4.0,49,spotify:track:659uoDxjIVHj61UmPyNG0y,46
Summer Rain,80s,"new romantic,new wave pop,soft rock",0.72,0.839,5.0,-8.487,1.0,0.0315,0.0437,2.78e-06,0.111,0.941,128.862,4.0,62,spotify:track:6epXs8efGlsdbMIfX8Olra,50
London Bridge,00s,"dance pop,pop",0.77,0.604,1.0,-5.817,1.0,0.356,0.199,0.0,0.208,0.65,90.937,4.0,69,spotify:track:32cxjD3ufFrwGlxgOc0mUg,0
Gotta Get Thru This - Radio Edit,10s,"europop,talent show",0.844,0.721,7.0,-7.229,0.0,0.0638,0.0259,9e-05,0.0796,0.903,133.622,4.0,53,spotify:track:7mFOVbIzOZcCSf6if9fLYi,0
What Lovers Do (feat. SZA),10s,"pop,pop,r&b,rap",0.796,0.606,5.0,-5.254,0.0,0.0657,0.0767,2.99e-06,0.0863,0.42,110.007,4.0,85,spotify:track:04JL2liXXV9B9coeGuUsPw,0
Truly,80s,soft rock,0.366,0.238,1.0,-13.853,1.0,0.0381,0.646,1e-05,0.0876,0.131,68.362,4.0,70,spotify:track:1dbt3sOwRmUOLfQZSpSz9O,0
O.P.P.,10s,"east coast hip hop,hip hop,new jersey rap",0.856,0.91,4.0,-8.423,0.0,0.081,0.0308,7.87e-06,0.14,0.76,97.755,4.0,58,spotify:track:0ftGBKU81CcsYPU453BUaa,0
Light My Fire,10s,"latin pop,puerto rican pop",0.479,0.546,4.0,-6.619,0.0,0.035,0.708,0.031,0.35,0.761,108.372,4.0,61,spotify:track:2wWdwNwfYiI7bSCGYtq0Un,44
"Gee Whiz, Look at His Eyes",60s,"memphis soul,soul,southern soul",0.228,0.358,5.0,-7.161,1.0,0.0306,0.582,2.84e-06,0.129,0.324,179.652,3.0,44,spotify:track:68IngNKFxLJQZvTyzYIKIg,35
Walk On The Wild Side,90s,"bebop,contemporary post-bop,hammond organ,jazz,jazz blues,jazz funk,jazz organ,soul jazz",0.379,0.417,5.0,-12.944,1.0,0.0391,0.476,0.0816,0.109,0.504,69.016,4.0,42,spotify:track:69WE3fnKao5bHp4zTVoQCn,0
True Colours,00s,"australian americana,australian country,australian rock",0.547,0.22,0.0,-9.299,1.0,0.037,0.635,0.0,0.0811,0.273,173.756,4.0,43,spotify:track:6aRJ3Z7TpCpj58CjOwSSh2,37
Good as Hell (feat. Ariana Grande) - Remix,10s,"escape room,minnesota hip hop,pop,trap queen,pop",0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,4.0,71,spotify:track:07Oz5StQ7GRoygNLaXs2pd,66
Love Really Hurts Without You,10s,"disco,mellow gold,new romantic,new wave pop,soft rock,yacht rock",0.518,0.905,5.0,-3.846,1.0,0.034,0.00201,4.67e-06,0.095,0.96,140.989,4.0,62,spotify:track:0nlVsRpZgsOZi0BFfzHSL9,0
Uptown Girl - Radio Edit,00s,boy band,0.649,0.9,6.0,-5.81,0.0,0.0311,0.0108,0.000395,0.523,0.893,128.995,4.0,69,spotify:track:2ENx9vLmbagrc0yDY1j0BN,0
Most Girls,00s,"dance pop,pop",0.753,0.745,11.0,-5.698,0.0,0.0312,0.0392,0.00321,0.0664,0.692,97.919,4.0,81,spotify:track:6gEioWsXbaNY025YFTYaBE,0
Glad You Came,10s,"boy band,dance pop,pop,post-teen pop",0.562,0.857,7.0,-3.926,0.0,0.0801,0.0383,0.0,0.11,0.539,126.883,4.0,64,spotify:track:6nHqns54LRqDNjeqKDF3v8,0
Can'T Touch It,00s,"australian dance,australian pop,australian talent show",0.584,0.863,4.0,-3.707,0.0,0.194,0.000331,0.206,0.207,0.695,103.946,4.0,41,spotify:track:262gSLgPEBJvowplt7WavQ,36
Piece of Me,00s,"dance pop,pop",0.769,0.638,11.0,-5.054,1.0,0.216,0.0902,0.0,0.0857,0.782,115.007,4.0,81,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,67
Never Gonna Give You Up,80s,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop",0.727,0.939,8.0,-11.855,1.0,0.0369,0.135,4.35e-05,0.151,0.916,113.33,4.0,65,spotify:track:7GhIk7Il098yCjg4BQjzvb,0
Is There Something I Should Know?,90s,"album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.57,0.967,7.0,-4.956,1.0,0.076,0.0218,6.44e-06,0.285,0.776,124.856,4.0,69,spotify:track:3X4T0KunohTtDaecqBZ8vC,48
Mother-in-Law - 2002 Remaster,00s,"louisiana blues,new orleans blues,new orleans funk,new orleans soul,rhythm and blues",0.747,0.631,7.0,-8.306,0.0,0.0409,0.713,0.00024,0.303,0.753,127.416,4.0,25,spotify:track:6rN6xdKMu0dWnsKNePZItp,22
One,90s,"irish rock,permanent wave,rock",0.511,0.536,0.0,-8.661,1.0,0.0302,0.256,0.00265,0.122,0.357,90.358,4.0,78,spotify:track:3PKtemUKxiDBvBo7tpQ8bG,0
Don't Waste Your Time,00s,"dance pop,pop,talent show",0.56,0.927,4.0,-3.821,1.0,0.0471,0.00717,1.62e-06,0.113,0.545,121.938,4.0,74,spotify:track:33XaLfS6lcitzafRtG2sVg,31
All Over You,90s,"grunge,pop rock,post-grunge",0.316,0.819,1.0,-5.852,1.0,0.0529,0.00646,1.35e-06,0.292,0.344,131.932,4.0,62,spotify:track:0shhngpGC6qR0ByCLchReX,42
Crush,90s,lilith,0.73,0.698,1.0,-5.629,0.0,0.0288,0.0324,0.0,0.0928,0.603,115.033,4.0,53,spotify:track:6wAV49hRfOiCTHztORMy8Y,60
Shameless,10s,"dance pop,pop",0.377,0.651,4.0,-5.437,0.0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,4.0,81,spotify:track:2ogKhhoMClkFXek7ZgxAhN,86
Listen To What The Man Said - 1993 Digital Remaster,70s,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.502,0.54,7.0,-10.624,1.0,0.0405,0.0328,4.17e-05,0.277,0.531,113.171,4.0,64,spotify:track:2Ri2AwoGX3yllyllN5gy9g,0
Bedroom Floor,10s,pop,0.678,0.679,1.0,-7.093,1.0,0.0644,0.301,0.000136,0.112,0.218,119.977,4.0,63,spotify:track:1pZdegOXTZ2ftINo3oUuRZ,0
Rise & Fall,10s,"australian pop,australian talent show",0.576,0.94,11.0,-4.517,1.0,0.0579,0.0834,0.0,0.0526,0.552,98.022,4.0,42,spotify:track:7rSQWMXrOoNajhAjZvOL3k,34
Bitter Tears,10s,"australian rock,dance rock,funk rock,new romantic,new wave,rock",0.587,0.818,0.0,-5.193,1.0,0.0304,0.0109,2.62e-06,0.195,0.682,113.97,4.0,69,spotify:track:60mAZrH4y79jlSKGD6RoAl,0
Shotgun,10s,"folk-pop,neo-singer-songwriter",0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,4.0,73,spotify:track:4ofwffwvvnbSkrMSCKQDaC,81
Home,10s,"uk contemporary r&b,uk pop",0.618,0.732,0.0,-7.025,1.0,0.0602,0.00631,6.41e-05,0.0729,0.27,100.015,4.0,61,spotify:track:2Hvc7KrkQo8bdLbOdDNOk5,35
Long Day,10s,"neo mellow,pop rock,post-grunge",0.458,0.822,8.0,-6.613,0.0,0.0431,0.00279,0.0,0.15,0.6,104.103,4.0,67,spotify:track:0mIuRQsRez89DqQ1jXmske,43
Let My Love Open The Door,80s,"album rock,art rock,blues rock,british blues,classic rock,country rock,folk rock,heartland rock,mellow gold,singer-songwriter",0.651,0.653,0.0,-9.731,1.0,0.0545,0.365,0.000117,0.0742,0.729,164.912,4.0,46,spotify:track:0otlwsD3mSogk7VJCTp6Kg,67
Savage,20s,"houston rap,pop,rap,trap queen",0.843,0.741,11.0,-5.609,1.0,0.334,0.0252,0.0,0.096,0.68,168.983,4.0,79,spotify:track:55CHeLEfn5iJ0IIkgaa4si,71
"1, 2 Step (feat. Missy Elliott) - Main",00s,"dance pop,hip pop,pop,r&b,urban contemporary,dance pop,hip hop,hip pop,neo soul,pop rap,r&b,rap,urban contemporary,virginia hip hop",0.939,0.498,5.0,-10.94,0.0,0.161,0.0444,0.00128,0.0475,0.801,113.053,4.0,70,spotify:track:72vWmeqYcT1irKClpbenQm,56
No Diggity,20s,"dutch house,edm,electro house,pop dance,progressive electro house,boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.74,0.709,6.0,-5.573,0.0,0.0674,0.0536,0.0,0.11,0.69,121.998,4.0,59,spotify:track:32PKQDEaouIIOlNZ5umoR6,60
Fight For Your Right,80s,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock",0.503,0.858,8.0,-6.296,1.0,0.0657,0.00757,0.00234,0.0803,0.419,133.615,5.0,69,spotify:track:5NLuC70kZQv8q34QyQa1DP,74
Great Southern Land,10s,"australian rock,new romantic,sophisti-pop,synthpop",0.717,0.837,9.0,-5.641,1.0,0.0278,0.244,0.000145,0.067,0.468,120.142,4.0,52,spotify:track:2qUjP7g8WY3fzBCNTELwjy,0
Soak Up The Sun,00s,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter",0.711,0.735,4.0,-5.026,1.0,0.0432,0.0378,0.0,0.107,0.698,119.974,4.0,67,spotify:track:1v2ECI79z8S4PQv9xYwIfU,57
Smells Like Teen Spirit,00s,"grunge,permanent wave,rock",0.48,0.875,1.0,-5.898,1.0,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,4.0,82,spotify:track:4hy4fb5D1KL50b3sng9cjw,0
Looking for an Echo,70s,australian rock,0.628,0.264,9.0,-16.125,0.0,0.0275,0.633,0.0,0.0809,0.312,106.271,3.0,25,spotify:track:3u15HIfwOuesnY5Bn27eXm,37
Sundown,70s,"canadian country,canadian singer-songwriter,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",0.794,0.427,11.0,-15.492,1.0,0.029,0.334,1.04e-05,0.0703,0.751,105.732,4.0,61,spotify:track:0SjnBEHZVXgCKvOrpvzL2k,74
And I Love You So,00s,"adult standards,easy listening,lounge",0.417,0.282,10.0,-12.745,0.0,0.0262,0.925,0.253,0.155,0.244,91.653,4.0,56,spotify:track:77QeAqSNDpK1DahLOua9S1,27
Three Little Pigs,90s,"comic metal,funk metal",0.449,0.95,7.0,-4.978,1.0,0.225,0.0115,3.66e-05,0.514,0.339,144.469,4.0,35,spotify:track:6DiPkm7C3LD9XsJWTGPFgv,51
Kings & Queens,20s,pop,0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,4.0,80,spotify:track:1InCpEliLCkWHOBdXW7XSx,0
Because I Love You,70s,australian rock,0.386,0.295,2.0,-19.276,1.0,0.0339,0.701,0.119,0.582,0.389,151.209,4.0,31,spotify:track:1z9UHExy0G7m4PwD72TZLi,43
When Will I Be Loved,10s,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.521,0.712,4.0,-4.44,1.0,0.0385,0.311,0.0,0.384,0.812,118.029,4.0,59,spotify:track:7DJ0MFT63UDe5gzD7VFYJ6,2
Work,10s,"barbadian pop,pop,urban contemporary,canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.725,0.534,11.0,-6.238,1.0,0.0946,0.0752,0.0,0.0919,0.558,91.974,4.0,91,spotify:track:14WWzenpaEgQZlqPq2nk4v,0
Wild Weekend,10s,,0.554,0.65,6.0,-12.099,1.0,0.039,0.446,0.0756,0.112,0.879,123.583,4.0,13,spotify:track:0fMUJCIylP01D8JjSULZ7C,3
Kiss My (Uh Oh),20s,"pop,girl group,pop,talent show,uk pop",0.638,0.878,5.0,-3.639,0.0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4.0,78,spotify:track:5duCWzvvPXMTPfnNSleTqN,50
Tell Him (Duet with Barbra Streisand),90s,"adult standards,operatic pop,canadian pop",0.261,0.38,4.0,-9.148,1.0,0.0491,0.623,0.0,0.105,0.0793,74.463,4.0,63,spotify:track:1jeWrScZZuhw3b55T1fv4O,0
Time to Pretend,00s,"alternative rock,indie rock,indietronica,modern rock,rock",0.457,0.936,2.0,-3.238,1.0,0.0474,9.31e-05,0.161,0.234,0.47,100.98,3.0,75,spotify:track:0wWXcZlRjfetNmJwcfGN5I,20
I Just Wanna Live,10s,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge",0.804,0.832,10.0,-4.723,0.0,0.0347,0.0148,0.0,0.107,0.9,111.023,4.0,65,spotify:track:2wcDfk3TfQg3Jv8gEoTim7,53
Three Little Birds,70s,"reggae,roots reggae",0.814,0.482,9.0,-10.493,1.0,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,4.0,83,spotify:track:6A9mKXlFRPMPem6ygQSt7z,15
Out Of The Blue,00s,"australian pop,australian talent show",0.445,0.71,6.0,-4.063,1.0,0.0281,0.197,0.0,0.104,0.238,75.845,4.0,49,spotify:track:1XfmLcVCKlRWbivOmgd3pU,32
Romeo's Tune,70s,"folk,heartland rock,roots rock,singer-songwriter",0.571,0.721,9.0,-5.645,1.0,0.0307,0.404,0.00961,0.299,0.733,95.027,4.0,45,spotify:track:4kPLmTsTwA6wvtcbb0LtbM,62
The Only Way Is Up (Original),80s,"new romantic,new wave pop,synthpop",0.623,0.782,11.0,-11.736,1.0,0.0416,0.101,0.00403,0.267,0.712,124.614,4.0,42,spotify:track:69DjteqfRStIehqJoeCmrC,0
Check It Out,10s,"dance pop,pop,hip pop,pop,queens hip hop,rap",0.858,0.676,3.0,-4.835,0.0,0.0746,0.0523,3.68e-05,0.103,0.7,129.991,4.0,73,spotify:track:4xGzYDMgJ2YeSz7xuI8gSL,0
I've Been Everywhere,90s,"canadian country,canadian singer-songwriter,classic country pop,nashville sound,western swing",0.387,0.579,6.0,-11.162,1.0,0.0397,0.896,0.0131,0.153,0.922,119.788,4.0,34,spotify:track:59KLbEPx6oU0fdwtTVaQAw,36
Old Me,20s,"boy band,pop",0.726,0.62,0.0,-3.752,1.0,0.0469,0.316,0.0,0.279,0.466,127.9,4.0,77,spotify:track:5TvjCpzwTMoySxj6kHcbo4,0
Rapture (feat.Nadia Ali),00s,"vocal house,vocal trance",0.661,0.855,8.0,-8.403,1.0,0.0377,0.0722,0.0185,0.199,0.601,123.943,4.0,44,spotify:track:0OSAJEA0ekX6pr2nuiPzX7,60
The Tide Is High,90s,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",0.779,0.676,11.0,-7.258,1.0,0.0259,0.0417,0.0329,0.125,0.962,96.961,4.0,70,spotify:track:52Rp3xBJFYYdmpgzDy0Quf,66
Dancing Queen,70s,"europop,swedish pop",0.539,0.884,9.0,-6.53,1.0,0.0403,0.382,0.00166,0.76,0.752,100.812,4.0,81,spotify:track:4NtUY5IGzHCaqfZemmAu56,2
Hang on Sloopy,60s,"bubblegum pop,classic garage rock,doo-wop,merseybeat,rock-and-roll",0.747,0.612,7.0,-9.009,1.0,0.0377,0.171,3e-05,0.05,0.96,114.903,4.0,39,spotify:track:27nSMBSuBs6b3OCEHPhXhu,33
Dog Days Are Over,10s,"baroque pop,modern rock,uk alternative pop",0.494,0.831,7.0,-5.151,1.0,0.0996,0.0363,0.00345,0.119,0.271,150.248,4.0,76,spotify:track:5vGEdM7LvbgMypJkILhQ4p,0
Show Me the Night,10s,,0.679,0.686,4.0,-5.599,0.0,0.0367,0.000109,0.183,0.128,0.769,122.975,4.0,10,spotify:track:38dDlGN6i6lmHVj4ht19vt,1
Rhinestone Cowboy,80s,"adult standards,arkansas country,classic country pop,folk rock,mellow gold,nashville sound,singer-songwriter,soft rock",0.687,0.437,0.0,-13.461,1.0,0.0287,0.189,8.18e-05,0.0762,0.74,114.973,4.0,62,spotify:track:7kUyEpjTz8Q1loiC1xlF07,45
He'll Have to Stay,00s,,0.45,0.0843,10.0,-15.315,1.0,0.0406,0.984,7.58e-05,0.133,0.36,81.869,3.0,17,spotify:track:1W3kOvOTfSRJgrAgeoUczq,2
So Sad (To Watch Good Love Go Bad) - 2007 Remaster,60s,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.545,0.197,4.0,-16.743,1.0,0.0285,0.646,0.0,0.291,0.338,102.229,4.0,59,spotify:track:5kWk5QBbhqGLoK3fOlCvA8,35
Way Down Yonder In New Orleans,10s,"classic garage rock,doo-wop,merseybeat,rhythm and blues,rock-and-roll,rockabilly,surf music",0.453,0.672,8.0,-8.425,1.0,0.0469,0.762,0.0,0.321,0.814,142.81,4.0,30,spotify:track:3o9LfDxxxtcNwL2PXLavb7,0
You Can't Hurry Love - Mono,60s,"classic girl group,disco,motown,soul",0.7,0.876,10.0,-6.189,1.0,0.105,0.479,0.0,0.119,0.617,97.682,4.0,63,spotify:track:2iJP97Bttwb6bbZO9wNEJ9,38
I Knew You Were Trouble,10s,pop,0.499,0.467,6.0,-6.744,1.0,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,4.0,100,spotify:track:6RjKVXi31fui9m4dbiGRrL,0
Day After Day - Remastered 2010,70s,"album rock,beatlesque,british blues,classic rock,country rock,folk rock,jangle pop,mellow gold,power pop,singer-songwriter,soft rock",0.399,0.686,5.0,-7.112,1.0,0.0311,0.109,0.000874,0.112,0.377,101.806,4.0,53,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,60
Cheap Wine,10s,australian rock,0.679,0.891,0.0,-3.565,1.0,0.036,0.185,0.0,0.243,0.846,123.66,4.0,55,spotify:track:0cnHixDlrP7fk0smV0wOtC,0
Say My Name,20s,"belgian dance,belgian edm,big room,dutch house,edm,electro house,pop dance,progressive electro house,pop dance,pop edm,slap house,uk dance,belgian edm",0.729,0.788,10.0,-4.832,0.0,0.0908,0.0703,0.0,0.115,0.857,118.039,4.0,74,spotify:track:3GYlQmwfBDo7imFyGPhrl7,69
Peer Pressure,10s,"neo mellow,pop,uk pop,pop",0.631,0.715,1.0,-6.083,0.0,0.0277,0.0299,0.0,0.122,0.42,135.826,4.0,70,spotify:track:4RE3vueod5PL48rvHtuu9C,70
Looks Like Sex,10s,"dance pop,pop,pop dance,pop rap",0.728,0.656,2.0,-5.34,1.0,0.0378,0.151,0.0,0.28,0.287,104.998,4.0,70,spotify:track:67ornPeJsD8z78E4isjhzm,43
Hanging By A Moment,00s,"neo mellow,pop rock,post-grunge",0.54,0.866,1.0,-4.901,1.0,0.0364,0.00103,0.0,0.0971,0.441,124.595,4.0,64,spotify:track:1cRNEme8Bp7V8eNIAeyiAk,0
You're Nobody 'Til Somebody Loves You,10s,"pop,talent show,uk pop",0.418,0.925,6.0,-2.798,0.0,0.0926,0.0113,0.0,0.0773,0.596,155.73,4.0,82,spotify:track:6rlgy1boD69A3mcV7VzPRL,45
Only Want You,20s,,0.471,0.419,9.0,-7.044,1.0,0.033,0.641,0.0,0.147,0.216,128.016,4.0,17,spotify:track:6QIUodp8lfsI3BNWaYWBAP,30
Can You Feel,90s,"australian pop,australian rock",0.608,0.727,8.0,-7.164,1.0,0.03,0.0017,7.35e-05,0.172,0.389,113.973,4.0,35,spotify:track:5d81CyB1uGBwEw98fhBazI,24
Replay,00s,"dance pop,pop rap,post-teen pop",0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,4.0,65,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,76
My Prerogative - Remastered,10s,"dance pop,pop",0.763,0.935,10.0,-4.372,0.0,0.104,0.0081,3.45e-06,0.0739,0.636,111.026,4.0,81,spotify:track:5Zea1yhPWuhGKVa9sBFuZu,32
Ring of Fire,60s,"arkansas country,outlaw country,rock",0.659,0.585,7.0,-8.189,1.0,0.0288,0.623,0.000213,0.348,0.784,104.111,4.0,74,spotify:track:6YffUZJ2R06kyxyK6onezL,75
Karma Police,90s,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.36,0.505,7.0,-9.129,1.0,0.026,0.0626,9.22e-05,0.172,0.317,74.807,4.0,81,spotify:track:4toSP60xmDNCFuXly8ywNZ,0
