,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Popularity Cat
27480,0.521,0.952,-4.569,0.31,0.00326,0.0,0.0589,0.258,114.951,0
27481,0.787,0.67,-7.01,0.321,0.128,0.0,0.136,0.925,94.132,0
27482,0.761,0.606,-7.795,0.28,0.279,0.0,0.175,0.741,97.74,0
27483,0.859,0.567,-9.209,0.0792,0.28,1.85e-06,0.288,0.489,95.028,0
27484,0.881,0.666,-5.724,0.0381,0.0725,0.0,0.0998,0.711,108.325,0
27485,0.552,0.695,-5.954,0.124,0.108,0.0,0.34,0.654,120.718,0
27486,0.683,0.507,-5.01,0.0352,0.273,3.14e-06,0.272,0.785,79.046,0
27487,0.625,0.894,-6.423,0.0354,0.135,0.0,0.209,0.654,98.996,0
27488,0.478,0.584,-11.356,0.0669,0.445,0.000126,0.172,0.28,129.889,0
27489,0.784,0.496,-9.184,0.132,0.267,0.000531,0.111,0.667,149.977,0
27490,0.828,0.757,-9.106,0.2,0.144,2.06e-05,0.0183,0.774,130.093,0
27491,0.519,0.684,-8.494,0.0528,0.194,0.0,0.16,0.677,94.62,0
27492,0.417,0.906,-5.453,0.243,1.42e-05,0.00146,0.154,0.249,165.087,0
27493,0.518,0.67,-7.135,0.192,0.0513,0.145,0.102,0.608,78.223,0
27494,0.247,0.272,-10.24,0.0382,0.897,8.76e-05,0.142,0.159,75.162,0
27495,0.589,0.888,-4.818,0.0855,0.0784,0.0,0.156,0.328,191.925,0
27496,0.796,0.463,-9.842,0.0536,0.286,0.137,0.103,0.456,94.02,0
27497,0.412,0.367,-8.799,0.031,0.925,2.15e-06,0.129,0.312,85.632,0
27498,0.785,0.305,-11.166,0.0918,0.82,0.00872,0.148,0.461,89.939,0
27499,0.386,0.493,-8.56,0.0275,0.246,0.0,0.18,0.647,75.694,0
27500,0.482,0.957,-3.933,0.0588,0.000436,3.55e-05,0.192,0.728,150.898,0
27501,0.636,0.811,-5.582,0.0311,0.0304,1.38e-05,0.382,0.39,106.941,0
27502,0.402,0.581,-6.151,0.273,0.247,0.0,0.102,0.349,180.154,0
27503,0.709,0.753,-5.388,0.182,0.102,6.4e-06,0.0662,0.821,88.74,0
27504,0.66,0.337,-7.201,0.0274,0.808,0.0,0.139,0.65,78.014,0
27505,0.384,0.952,-4.069,0.0844,0.000375,2.46e-06,0.0773,0.497,176.918,0
27506,0.663,0.819,-4.169,0.0325,0.289,3.68e-06,0.278,0.614,82.003,0
27507,0.606,0.82,-4.547,0.34,0.0387,0.000658,0.159,0.531,80.822,0
27508,0.709,0.73,-8.708,0.0415,0.121,0.492,0.0714,0.43,90.069,0
27509,0.75,0.589,-7.881,0.257,0.0546,0.0,0.164,0.841,80.876,0
27510,0.602,0.739,-5.715,0.0272,0.123,5.73e-05,0.228,0.569,116.668,0
27511,0.713,0.924,-3.852,0.276,0.157,0.0,0.306,0.576,97.574,0
27512,0.343,0.776,-3.355,0.0293,0.0371,0.0674,0.365,0.545,169.835,0
27513,0.815,0.625,-8.136,0.415,0.0391,0.0,0.106,0.58,92.016,0
27514,0.357,0.851,-3.904,0.0475,0.0052,0.0,0.189,0.245,169.857,0
27515,0.755,0.702,-7.325,0.0745,0.179,0.0,0.134,0.396,111.03,0
27516,0.251,0.204,-14.588,0.0349,0.884,0.000484,0.103,0.153,82.329,0
27517,0.888,0.594,-6.491,0.242,0.339,0.0,0.132,0.292,145.053,0
27518,0.286,0.961,-4.613,0.089,1.72e-05,0.043,0.244,0.254,153.859,0
27519,0.662,0.831,-6.558,0.0679,0.344,0.000204,0.342,0.398,160.03,0
27520,0.753,0.834,-6.516,0.115,0.212,2.93e-05,0.259,0.852,131.909,0
27521,0.47,0.384,-14.995,0.0332,0.768,6.41e-05,0.102,0.121,135.069,0
27522,0.648,0.668,-5.333,0.0365,0.0617,0.00105,0.273,0.851,174.86,0
27523,0.861,0.812,-6.092,0.0584,0.0702,0.000873,0.0589,0.693,111.658,0
27524,0.605,0.303,-9.343,0.027,0.506,9.56e-06,0.121,0.186,87.975,0
27525,0.616,0.512,-7.472,0.0302,0.0265,0.000624,0.0819,0.0855,82.479,0
27526,0.659,0.267,-12.351,0.0553,0.894,0.000713,0.0941,0.347,129.94,0
27527,0.514,0.885,-2.24,0.0337,0.11,0.0,0.121,0.651,159.997,0
27528,0.526,0.905,-3.092,0.0824,0.0152,0.00107,0.108,0.963,89.753,0
27529,0.594,0.84,-5.901,0.207,0.239,0.0,0.0987,0.729,114.42,0
27530,0.66,0.686,-5.793,0.232,0.178,0.0,0.163,0.796,148.835,0
27531,0.667,0.776,-2.368,0.0631,0.08,0.0,0.356,0.0703,127.996,0
27532,0.822,0.826,-8.126,0.135,0.00512,0.0,0.108,0.878,95.01,0
27533,0.819,0.691,-5.398,0.0949,0.0422,0.0,0.0738,0.834,95.492,0
27534,0.504,0.902,-4.414,0.0724,0.000149,0.000614,0.0914,0.624,131.576,0
27535,0.648,0.837,-3.599,0.139,0.0343,0.0,0.563,0.576,139.816,0
27536,0.591,0.798,-6.214,0.183,0.138,3.74e-06,0.0959,0.711,199.863,0
27537,0.677,0.533,-6.556,0.0384,0.0251,0.000431,0.135,0.487,112.446,0
27538,0.57,0.803,-6.29,0.028,0.0104,0.000351,0.0945,0.608,110.767,0
27539,0.722,0.617,-7.622,0.0314,0.525,7.18e-05,0.355,0.527,79.062,0
27540,0.743,0.707,-4.845,0.336,0.555,0.0,0.125,0.528,78.955,0
27541,0.469,0.761,-4.791,0.0731,0.0573,0.00439,0.114,0.466,136.831,0
27542,0.509,0.495,-6.073,0.0515,0.491,0.0,0.0773,0.684,112.893,0
27543,0.631,0.619,-6.403,0.025,0.321,0.0,0.0658,0.417,100.258,0
27544,0.79,0.685,-8.514,0.0539,0.00683,0.000502,0.0359,0.756,96.234,0
27545,0.628,0.579,-7.945,0.144,0.0343,0.00476,0.234,0.678,101.089,0
27546,0.754,0.685,-4.914,0.354,0.398,0.0,0.268,0.467,140.212,0
27547,0.773,0.549,-7.465,0.419,0.431,0.0,0.165,0.314,94.055,0
27548,0.809,0.535,-6.186,0.058,0.0057,0.0,0.301,0.226,146.224,0
27549,0.587,0.367,-7.485,0.0275,0.81,0.0,0.209,0.37,76.946,0
27550,0.697,0.724,-5.375,0.121,0.508,0.0,0.115,0.658,147.922,0
27551,0.53,0.249,-9.815,0.0298,0.841,0.0,0.218,0.092,137.903,0
27552,0.535,0.991,-4.18,0.0552,1.2e-05,0.00016,0.0775,0.535,105.944,0
27553,0.768,0.677,-8.24,0.0379,0.0492,0.00223,0.105,0.675,124.016,0
27554,0.415,0.661,-4.629,0.0296,0.201,0.0,0.143,0.283,156.177,0
27555,0.592,0.909,-6.942,0.0487,0.204,0.0206,0.166,0.966,151.418,0
27556,0.461,0.988,-2.809,0.175,0.0988,1.48e-06,0.12,0.322,94.914,0
27557,0.207,0.709,-5.569,0.0389,0.138,5.36e-06,0.503,0.17,148.039,0
27558,0.431,0.427,-8.406,0.0311,0.493,0.0,0.18,0.0863,137.873,0
27559,0.808,0.771,-6.301,0.0842,0.647,0.00272,0.11,0.594,142.087,0
27560,0.582,0.594,-8.476,0.0329,0.297,1.96e-05,0.114,0.465,144.812,0
27561,0.503,0.703,-3.863,0.0382,0.187,0.0,0.0842,0.378,76.907,0
27562,0.928,0.495,-6.452,0.0656,0.112,1.1e-06,0.0556,0.822,117.16,0
27563,0.344,0.571,-8.063,0.0403,0.165,0.0,0.142,0.131,143.668,0
27564,0.548,0.874,-7.247,0.126,0.22,7.51e-06,0.057,0.62,145.769,0
27565,0.883,0.774,-3.737,0.0551,0.0899,0.0,0.174,0.758,114.005,0
27566,0.445,0.796,-7.027,0.0391,0.0131,1.34e-05,0.348,0.484,82.081,0
27567,0.599,0.859,-4.022,0.0638,0.179,0.0,0.129,0.616,118.736,0
27568,0.601,0.325,-13.193,0.0285,0.583,0.000559,0.0902,0.267,73.078,0
27569,0.719,0.516,-9.005,0.0296,0.156,0.0199,0.148,0.549,123.296,0
27570,0.816,0.413,-10.888,0.0493,0.78,1.31e-05,0.112,0.767,134.831,0
27571,0.626,0.341,-9.491,0.0272,0.81,0.0,0.158,0.412,97.591,0
27572,0.817,0.435,-5.784,0.057,0.322,0.00537,0.109,0.53,94.015,0
27573,0.731,0.556,-11.448,0.0413,0.24,0.0093,0.0379,0.516,119.917,0
27574,0.703,0.525,-4.859,0.0956,0.0349,0.0,0.0631,0.766,135.835,0
27575,0.824,0.855,-5.203,0.0284,0.298,1.26e-06,0.175,0.946,125.958,0
27576,0.696,0.782,-7.481,0.0455,0.00112,0.00196,0.349,0.596,144.997,0
27577,0.27,0.905,-6.054,0.0672,0.000266,0.00333,0.0488,0.531,148.097,0
27578,0.567,0.345,-8.204,0.0275,0.643,0.000339,0.406,0.174,125.993,0
27579,0.504,0.581,-7.712,0.0478,0.172,0.0067,0.0904,0.219,83.928,0
27580,0.692,0.911,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.976,0
27581,0.935,0.829,-6.162,0.0745,0.0661,1.01e-06,0.13,0.719,138.94,0
27582,0.781,0.529,-9.307,0.0719,0.0813,0.0,0.0783,0.333,121.951,0
27583,0.534,0.719,-4.012,0.0287,0.0505,0.0,0.111,0.366,100.932,0
27584,0.339,0.659,-5.28,0.0317,0.2,0.0,0.226,0.524,181.913,0
27585,0.63,0.8,-6.002,0.15,0.429,0.0,0.3,0.736,120.811,0
27586,0.43,0.881,-6.206,0.0639,0.00594,0.0,0.335,0.594,102.793,0
27587,0.485,0.978,-5.589,0.0873,0.000555,0.00122,0.124,0.599,137.015,0
27588,0.628,0.727,-6.008,0.039,0.00069,0.0,0.0998,0.885,137.758,0
27589,0.446,0.432,-7.109,0.0265,0.222,1.04e-05,0.0982,0.353,141.953,0
27590,0.56,0.905,-2.812,0.0946,0.0598,2.78e-06,0.235,0.745,143.162,0
27591,0.566,0.821,-3.482,0.0475,0.0479,0.0,0.295,0.669,128.942,0
27592,0.643,0.508,-7.825,0.0269,0.418,6.87e-05,0.103,0.26,105.946,0
27593,0.738,0.793,-2.916,0.0672,0.352,1.21e-05,0.341,0.265,130.002,0
27594,0.671,0.552,-7.549,0.0372,0.554,0.0292,0.109,0.484,137.946,0
27595,0.636,0.517,-6.472,0.033,0.382,0.0,0.331,0.489,121.046,0
27596,0.85,0.491,-3.802,0.0843,0.199,0.00326,0.123,0.769,95.028,0
27597,0.503,0.83,-3.453,0.0293,0.0235,0.0,0.0926,0.489,125.401,0
27598,0.47,0.84,-6.304,0.0319,0.00104,0.0,0.125,0.618,89.892,0
27599,0.694,0.902,-5.013,0.159,0.151,0.0,0.144,0.721,156.867,0
27600,0.799,0.646,-9.123,0.0264,0.593,0.016,0.102,0.739,104.987,0
27601,0.759,0.927,-6.282,0.0858,0.0108,6.47e-05,0.34,0.83,123.996,0
27602,0.611,0.767,-4.569,0.026,0.0246,0.00182,0.401,0.736,113.962,0
27603,0.733,0.72,-6.958,0.0596,0.0855,0.0529,0.0919,0.816,152.996,0
27604,0.554,0.393,-5.878,0.0336,0.541,0.0,0.0805,0.602,120.018,0
27605,0.529,0.949,-4.04,0.0621,0.0219,0.0,0.271,0.92,167.049,0
27606,0.918,0.592,-7.443,0.0831,0.028,6.35e-05,0.269,0.747,123.159,0
27607,0.393,0.913,-4.337,0.123,0.000693,0.0,0.284,0.278,175.901,0
27608,0.589,0.909,-2.825,0.201,0.0156,0.000133,0.0337,0.528,169.987,0
27609,0.459,0.692,-7.234,0.031,0.027,0.0,0.28,0.433,133.912,0
27610,0.845,0.3,-7.01,0.0444,0.244,8.1e-05,0.198,0.564,93.005,0
27611,0.414,0.767,-3.39,0.13,0.13,1.36e-05,0.127,0.466,169.797,0
27612,0.801,0.721,-5.025,0.28,0.164,0.0,0.0449,0.89,137.857,0
27613,0.863,0.451,-5.968,0.0647,0.0708,0.00028,0.217,0.0422,126.98,0
27614,0.488,0.858,-7.579,0.0312,0.000785,0.212,0.111,0.614,97.973,0
27615,0.66,0.8,-8.267,0.0371,0.0357,0.0844,0.341,0.717,111.427,0
27616,0.695,0.781,-6.255,0.323,0.452,0.0,0.205,0.498,82.901,0
27617,0.524,0.958,-3.91,0.0682,0.000781,0.0,0.306,0.505,92.84,0
27618,0.396,0.981,-4.153,0.0633,0.00329,3.52e-05,0.194,0.761,115.804,0
27619,0.468,0.575,-6.175,0.0722,0.139,0.0,0.103,0.153,118.818,0
27620,0.77,0.858,-1.835,0.125,0.0111,0.0,0.0904,0.754,85.487,0
27621,0.506,0.692,-7.277,0.0278,0.0803,3.21e-05,0.118,0.33,88.503,0
27622,0.639,0.755,-7.002,0.0726,0.0229,0.00674,0.0696,0.627,108.972,0
27623,0.443,0.559,-4.633,0.0336,0.301,0.0,0.11,0.425,169.479,0
27624,0.63,0.757,-6.731,0.0359,0.128,4.9e-05,0.355,0.737,153.989,0
27625,0.749,0.466,-9.308,0.0281,0.0516,0.000382,0.0856,0.745,90.125,0
27626,0.472,0.537,-6.065,0.178,0.211,0.0,0.252,0.862,75.993,0
27627,0.702,0.926,-2.604,0.0473,0.00943,0.000275,0.273,0.802,132.024,0
27628,0.87,0.578,-8.526,0.125,0.0123,0.0,0.0529,0.506,148.007,0
27629,0.484,0.724,-5.007,0.0431,0.333,0.0,0.109,0.245,137.733,0
27630,0.913,0.594,-8.361,0.355,0.0427,0.0,0.127,0.414,95.015,0
27631,0.237,0.871,-4.382,0.0402,0.0015,0.00292,0.132,0.293,93.004,0
27632,0.585,0.45,-9.043,0.0354,0.0895,0.0,0.0663,0.322,151.995,0
27633,0.692,0.588,-12.476,0.0432,0.274,0.0,0.257,0.845,113.464,0
27634,0.737,0.507,-8.866,0.0731,0.317,0.000831,0.133,0.383,129.01,0
27635,0.457,0.789,-5.745,0.0376,0.175,0.0,0.107,0.515,139.241,0
27636,0.335,0.549,-8.974,0.0585,0.52,6.58e-06,0.12,0.298,81.919,0
27637,0.614,0.455,-9.729,0.0334,0.639,0.0,0.125,0.315,94.965,0
27638,0.524,0.528,-9.765,0.0303,0.117,0.137,0.0638,0.458,116.979,0
27639,0.467,0.829,-6.895,0.169,0.0134,0.0,0.34,0.479,145.022,0
27640,0.437,0.812,-7.143,0.0318,0.0157,0.000103,0.108,0.43,81.541,0
27641,0.828,0.667,-5.746,0.055,0.259,2.83e-05,0.0854,0.939,128.302,0
27642,0.765,0.634,-5.184,0.226,0.196,0.0,0.161,0.276,163.865,0
27643,0.608,0.568,-4.579,0.0254,0.369,0.0,0.0976,0.382,100.966,0
27644,0.642,0.438,-6.707,0.138,0.152,0.000478,0.0852,0.357,122.524,0
27645,0.417,0.534,-9.734,0.0452,0.484,9.4e-06,0.181,0.184,113.678,0
27646,0.404,0.895,-5.904,0.143,0.268,0.0,0.157,0.266,177.858,0
27647,0.714,0.556,-7.315,0.0843,0.411,2.2e-05,0.131,0.746,172.033,0
27648,0.747,0.498,-10.561,0.101,0.0453,0.215,0.0975,0.556,80.016,0
27649,0.844,0.869,-6.038,0.0487,0.415,0.0,0.0338,0.968,116.015,0
27650,0.862,0.438,-9.05,0.053,0.101,0.000452,0.106,0.458,98.049,0
27651,0.81,0.7,-8.263,0.0826,0.313,0.0471,0.124,0.787,93.98,0
27652,0.31,0.257,-11.02,0.0344,0.985,0.00413,0.123,0.326,77.424,0
27653,0.558,0.695,-7.853,0.04,0.165,0.0017,0.216,0.621,169.564,0
27654,0.396,0.378,-10.453,0.0285,0.0474,2.23e-05,0.119,0.131,80.162,0
27655,0.654,0.843,-5.294,0.0288,0.0189,0.0,0.131,0.903,122.49,0
27656,0.786,0.916,-5.463,0.264,0.201,0.0,0.563,0.657,94.033,0
27657,0.628,0.938,-2.786,0.0767,0.0321,2.78e-05,0.29,0.618,96.89,0
27658,0.657,0.828,-9.344,0.0283,0.0892,0.0,0.0575,0.908,123.799,0
27659,0.702,0.293,-11.036,0.0305,0.587,1.13e-06,0.068,0.393,110.148,0
27660,0.576,0.869,-4.624,0.0496,0.0133,0.0,0.14,0.809,80.98,0
27661,0.523,0.77,-4.462,0.0385,0.000801,0.0365,0.142,0.58,96.374,0
27662,0.569,0.669,-7.269,0.17,0.474,0.000185,0.134,0.744,160.041,0
27663,0.764,0.642,-7.631,0.192,0.0958,0.0,0.401,0.886,145.955,0
27664,0.395,0.648,-7.372,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,0
27665,0.563,0.685,-5.843,0.0363,0.301,0.0,0.113,0.581,89.499,0
27666,0.893,0.635,-7.714,0.0457,0.0638,0.000121,0.0814,0.489,121.94,0
27667,0.426,0.599,-7.737,0.0282,0.0198,0.00142,0.366,0.102,91.995,0
27668,0.406,0.864,-5.399,0.0397,0.0815,0.0,0.196,0.686,150.997,0
27669,0.517,0.905,-3.492,0.0519,0.00157,1.58e-05,0.658,0.455,139.959,0
27670,0.604,0.972,-2.608,0.179,0.000724,0.000548,0.113,0.408,137.186,0
27671,0.719,0.908,-3.15,0.105,0.52,1.91e-06,0.272,0.776,96.04,0
27672,0.812,0.822,-7.159,0.0796,0.464,0.000935,0.24,0.833,92.026,0
27673,0.709,0.811,-8.028,0.118,0.00375,6.28e-05,0.255,0.383,101.036,0
27674,0.544,0.378,-10.118,0.0338,0.666,0.0281,0.0695,0.167,108.973,0
27675,0.465,0.971,-2.646,0.165,0.132,0.0,0.374,0.375,167.972,0
27676,0.504,0.852,-7.286,0.055,0.000527,0.0,0.115,0.314,101.198,0
27677,0.653,0.89,-5.388,0.0367,0.0674,5.65e-06,0.349,0.935,146.976,0
27678,0.721,0.938,-3.818,0.0921,0.00409,0.275,0.38,0.161,126.011,0
27679,0.788,0.707,-7.614,0.0744,0.313,7.41e-05,0.0777,0.816,108.368,0
27680,0.362,0.953,-3.604,0.0887,1.3e-05,0.000501,0.401,0.526,97.072,0
27681,0.541,0.613,-5.397,0.0545,0.689,0.0,0.101,0.36,159.892,0
27682,0.575,0.59,-7.259,0.0326,0.391,0.000317,0.36,0.566,133.967,0
27683,0.611,0.583,-8.529,0.316,0.113,3.41e-05,0.125,0.263,114.967,0
27684,0.316,0.192,-12.046,0.0377,0.828,1.64e-06,0.171,0.245,82.331,0
27685,0.517,0.628,-7.556,0.0371,0.0233,0.0,0.0746,0.665,166.013,0
27686,0.444,0.565,-7.387,0.0501,0.212,0.0,0.252,0.161,89.843,0
27687,0.572,0.461,-9.473,0.027,0.814,0.00029,0.222,0.277,90.02,0
27688,0.486,0.426,-8.722,0.0295,0.162,0.0,0.159,0.246,115.207,0
27689,0.869,0.503,-7.993,0.127,0.145,0.0,0.123,0.65,121.032,0
27690,0.621,0.849,-4.753,0.038,0.000871,1.41e-05,0.402,0.838,156.014,0
27691,0.493,0.408,-10.095,0.0322,0.695,0.000886,0.0812,0.177,111.717,0
27692,0.504,0.805,-6.653,0.0303,0.0108,0.0403,0.103,0.587,118.855,0
27693,0.436,0.995,-4.063,0.18,5.22e-05,2.51e-05,0.0969,0.426,155.337,0
27694,0.61,0.568,-4.342,0.0309,0.0935,0.0,0.101,0.751,82.977,0
27695,0.495,0.419,-8.22,0.0236,0.371,0.116,0.0935,0.3,97.019,0
27696,0.6,0.333,-10.683,0.0252,0.673,0.000299,0.113,0.168,109.943,0
27697,0.664,0.65,-5.494,0.0408,0.105,0.0,0.434,0.84,87.981,0
27698,0.563,0.545,-5.27,0.0288,0.478,3e-06,0.149,0.39,78.948,0
27699,0.586,0.776,-9.59,0.0525,0.0611,0.0577,0.28,0.776,80.049,0
27700,0.642,0.929,-3.753,0.124,0.503,6.54e-06,0.0874,0.624,120.038,0
27701,0.484,0.751,-6.53,0.035,0.41,6.85e-06,0.211,0.727,155.044,0
27702,0.514,0.628,-5.661,0.0451,0.546,0.0,0.161,0.422,129.539,0
27703,0.745,0.65,-6.204,0.0268,0.388,0.00313,0.217,0.743,90.979,0
27704,0.625,0.588,-5.573,0.039,4.75e-05,0.232,0.0492,0.872,144.943,0
27705,0.78,0.75,-3.5,0.205,0.00344,0.00122,0.346,0.348,75.01,0
27706,0.586,0.586,-4.616,0.0276,0.548,0.0,0.103,0.336,149.848,0
27707,0.789,0.644,-6.038,0.3,0.325,0.0,0.157,0.61,110.218,0
27708,0.793,0.661,-8.611,0.0807,0.081,0.0,0.123,0.155,133.974,0
27709,0.333,0.784,-4.522,0.0463,0.0164,0.0,0.109,0.285,162.065,0
27710,0.327,0.638,-6.38,0.0377,0.121,0.00608,0.0624,0.361,158.11,0
27711,0.543,0.949,-2.967,0.0502,0.00392,0.0,0.255,0.903,129.03,0
27712,0.663,0.887,-2.863,0.0354,0.000998,1.99e-06,0.0724,0.853,91.022,0
27713,0.579,0.58,-8.882,0.0246,0.325,0.0206,0.106,0.734,76.029,0
27714,0.511,0.56,-11.188,0.0887,0.0796,0.00441,0.096,0.71,120.89,0
27715,0.772,0.533,-4.877,0.0425,0.343,0.0,0.345,0.373,92.902,0
27716,0.771,0.449,-10.442,0.0695,0.632,1.17e-05,0.071,0.122,111.019,0
27717,0.74,0.757,-4.886,0.0487,0.00164,0.000285,0.594,0.218,100.037,0
27718,0.678,0.755,-6.061,0.0427,0.161,0.0,0.396,0.67,168.045,0
27719,0.434,0.989,-3.91,0.182,0.0395,6.34e-06,0.186,0.328,111.514,0
27720,0.526,0.383,-9.159,0.0265,0.856,8.03e-06,0.0813,0.58,97.264,0
27721,0.551,0.904,-3.107,0.0452,0.00102,5.63e-05,0.138,0.756,128.976,0
27722,0.502,0.676,-8.713,0.0265,0.00045,0.00475,0.122,0.459,134.091,0
27723,0.503,0.482,-8.983,0.0259,0.266,0.124,0.0656,0.317,97.6,0
27724,0.644,0.855,-5.917,0.0946,0.292,0.0,0.271,0.548,121.171,0
27725,0.198,0.946,-5.858,0.137,0.000138,1.57e-05,0.188,0.388,164.109,0
27726,0.777,0.571,-6.938,0.0395,0.226,0.00487,0.0868,0.639,76.005,0
27727,0.713,0.934,-2.94,0.0341,0.0517,3.75e-05,0.0721,0.902,128.945,0
27728,0.72,0.38,-11.212,0.064,0.139,0.000603,0.171,0.484,95.002,0
27729,0.475,0.977,-2.899,0.204,0.0035,0.0371,0.0924,0.573,161.969,0
27730,0.561,0.862,-6.722,0.107,0.171,0.0,0.356,0.656,91.624,0
27731,0.659,0.897,-4.365,0.0493,0.0355,0.208,0.086,0.514,131.135,0
27732,0.621,0.637,-6.078,0.0653,0.413,0.00051,0.109,0.305,105.991,0
27733,0.864,0.632,-8.066,0.066,0.00832,0.000356,0.335,0.301,102.018,0
27734,0.644,0.232,-11.146,0.0349,0.721,0.0,0.112,0.253,119.689,0
27735,0.321,0.937,-4.281,0.0613,0.00772,9.46e-05,0.21,0.344,172.974,0
27736,0.744,0.823,-5.675,0.0967,0.384,0.0,0.126,0.647,119.04,0
27737,0.631,0.652,-6.173,0.0487,0.124,0.0,0.103,0.765,96.644,0
27738,0.666,0.241,-13.765,0.0778,0.918,7.28e-05,0.114,0.55,78.517,0
27739,0.36,0.679,-7.178,0.0488,0.000963,0.000296,0.0717,0.138,77.076,0
27740,0.584,0.951,-6.427,0.154,0.024,0.0,0.301,0.544,75.039,0
27741,0.52,0.655,-6.854,0.0364,0.509,0.0,0.087,0.185,103.966,0
27742,0.856,0.749,-6.859,0.153,0.0467,0.0,0.333,0.787,99.248,0
27743,0.577,0.295,-10.748,0.0265,0.886,0.0,0.134,0.45,141.889,0
27744,0.64,0.447,-5.809,0.0396,0.437,0.0,0.216,0.475,92.979,0
27745,0.582,0.397,-8.978,0.0449,0.585,0.121,0.088,0.0399,99.941,0
27746,0.157,0.906,-3.298,0.232,0.0151,0.0,0.365,0.527,175.771,0
27747,0.578,0.646,-8.126,0.0698,0.402,0.0,0.227,0.658,97.844,0
27748,0.582,0.545,-5.436,0.0382,0.611,0.0,0.158,0.52,80.104,0
27749,0.603,0.285,-11.268,0.0282,0.845,2.84e-05,0.121,0.669,100.185,0
27750,0.474,0.86,-6.332,0.0965,0.02,0.00103,0.0898,0.21,149.943,0
27751,0.598,0.75,-6.76,0.0433,0.00599,0.000789,0.117,0.833,132.418,0
27752,0.629,0.739,-5.577,0.103,0.00206,0.0269,0.0544,0.519,151.117,0
27753,0.28,0.722,-6.457,0.0439,0.004,0.109,0.218,0.234,77.995,0
27754,0.616,0.948,-5.801,0.0625,0.082,0.22,0.194,0.862,130.974,0
27755,0.828,0.56,-6.685,0.0327,0.548,3.66e-05,0.15,0.872,122.054,0
27756,0.717,0.484,-8.471,0.181,0.123,0.0,0.348,0.687,92.946,0
27757,0.636,0.774,-3.357,0.039,0.0556,0.0,0.0778,0.87,166.055,0
27758,0.551,0.543,-6.468,0.0638,0.0318,7.76e-05,0.285,0.185,158.005,0
27759,0.905,0.474,-7.946,0.107,0.454,3.95e-06,0.364,0.197,99.999,0
27760,0.474,0.882,-3.927,0.0568,0.214,0.00271,0.0803,0.632,177.894,0
27761,0.543,0.676,-4.195,0.0278,0.33,0.0859,0.111,0.209,130.883,0
27762,0.673,0.778,-6.601,0.0337,0.409,8.24e-06,0.0775,0.927,92.733,0
27763,0.669,0.684,-5.593,0.236,0.537,0.0,0.0862,0.491,87.86,0
27764,0.468,0.837,-7.003,0.0394,0.322,0.0219,0.112,0.447,83.284,0
27765,0.556,0.609,-7.831,0.0292,0.605,0.0518,0.105,0.198,123.989,0
27766,0.596,0.79,-4.505,0.0317,0.0662,0.0,0.799,0.516,115.105,0
27767,0.636,0.948,-3.504,0.0872,0.0146,0.0,0.158,0.225,117.983,0
27768,0.699,0.52,-6.046,0.108,0.0366,0.0,0.0672,0.617,79.182,0
27769,0.822,0.685,-6.158,0.25,0.103,0.000107,0.142,0.966,82.067,0
27770,0.658,0.273,-10.02,0.0309,0.729,0.000727,0.102,0.42,115.498,0
27771,0.466,0.947,-2.858,0.0731,0.299,0.00147,0.295,0.731,159.998,0
27772,0.75,0.454,-9.618,0.0355,0.637,0.0043,0.107,0.431,150.003,0
27773,0.489,0.825,-6.578,0.0521,0.00732,0.0039,0.179,0.167,152.096,0
27774,0.34,0.418,-7.947,0.0314,0.387,8.52e-05,0.123,0.235,109.956,0
27775,0.602,0.885,-6.849,0.0374,0.185,0.000125,0.253,0.316,104.004,0
27776,0.7,0.277,-11.298,0.069,0.749,1.26e-05,0.129,0.19,90.978,0
27777,0.765,0.601,-7.399,0.256,0.168,0.00976,0.122,0.773,80.018,0
27778,0.448,0.629,-4.763,0.0342,0.0191,0.0,0.195,0.404,155.71,0
27779,0.397,0.449,-10.74,0.0463,0.515,0.0141,0.206,0.348,119.966,0
27780,0.359,0.775,-4.893,0.329,0.0483,2.51e-05,0.297,0.439,176.134,0
27781,0.46,0.932,-4.689,0.0594,0.0627,0.0,0.269,0.599,166.121,0
27782,0.803,0.533,-6.712,0.0494,0.764,0.0,0.0837,0.597,128.017,0
27783,0.633,0.929,-4.216,0.0523,0.0183,4.59e-05,0.737,0.618,96.972,0
27784,0.655,0.706,-8.504,0.25,0.455,1.85e-06,0.219,0.423,129.802,0
27785,0.531,0.437,-8.844,0.048,0.194,2.67e-05,0.0752,0.312,127.832,0
27786,0.335,0.891,-3.492,0.0489,0.0105,0.000354,0.147,0.539,153.154,0
27787,0.712,0.809,-4.689,0.126,0.291,0.0,0.327,0.667,170.069,0
27788,0.772,0.851,-4.343,0.09,0.0149,0.0,0.136,0.27,91.034,0
27789,0.723,0.848,-7.11,0.0833,0.32,0.0,0.144,0.27,116.021,0
27790,0.697,0.706,-4.279,0.0739,0.506,0.0,0.107,0.721,91.038,0
27791,0.467,0.63,-4.847,0.237,0.373,0.0,0.104,0.275,101.428,0
27792,0.61,0.801,-5.931,0.027,0.00121,0.455,0.104,0.744,125.037,0
27793,0.347,0.264,-11.536,0.0294,0.761,0.00592,0.17,0.189,81.493,0
