,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Popularity Cat
27794,0.616,0.571,-9.095,0.0429,0.488,0.0069,0.0968,0.552,74.963,0
27795,0.357,0.493,-7.466,0.0278,0.261,0.111,0.159,0.102,81.212,0
27796,0.649,0.676,-8.176,0.0377,0.445,0.0041,0.272,0.715,111.879,0
27797,0.609,0.647,-7.281,0.0621,0.483,0.000689,0.113,0.585,122.94,0
27798,0.721,0.535,-6.722,0.034,0.262,0.0,0.0957,0.651,128.208,0
27799,0.551,0.496,-8.049,0.0293,0.157,1.43e-06,0.0934,0.2,105.837,0
27800,0.406,0.926,-5.408,0.127,0.00367,2.99e-05,0.104,0.296,101.19,0
27801,0.317,0.587,-8.561,0.0311,0.11,0.00611,0.247,0.424,144.771,0
27802,0.562,0.493,-6.159,0.028,0.33,0.0,0.0928,0.251,79.062,0
27803,0.596,0.782,-3.74,0.0421,0.167,0.0,0.179,0.614,86.99,0
27804,0.55,0.69,-3.503,0.0344,0.00104,0.0,0.228,0.479,113.155,0
27805,0.739,0.849,-9.445,0.161,0.000905,1.56e-06,0.135,0.582,128.071,0
27806,0.536,0.747,-4.676,0.0481,0.0525,0.039,0.321,0.833,179.752,0
27807,0.641,0.512,-7.917,0.0424,0.213,0.0681,0.0987,0.904,123.814,0
27808,0.813,0.863,-7.083,0.106,0.0567,2e-05,0.0831,0.964,122.381,0
27809,0.544,0.881,-2.766,0.0397,0.00284,0.0,0.387,0.373,94.942,0
27810,0.767,0.835,-4.588,0.05,0.278,0.0,0.106,0.888,91.038,0
27811,0.646,0.678,-7.649,0.153,0.613,0.0,0.186,0.643,82.956,0
27812,0.558,0.529,-4.496,0.0396,0.649,0.000294,0.182,0.367,80.205,0
27813,0.665,0.535,-7.766,0.0308,0.468,0.00156,0.0819,0.429,122.126,0
27814,0.639,0.5,-6.411,0.0698,0.0733,0.0,0.354,0.577,88.085,0
27815,0.587,0.98,-1.502,0.067,0.021,0.00963,0.119,0.746,150.015,0
27816,0.705,0.72,-8.229,0.144,0.489,0.0466,0.13,0.353,122.001,0
27817,0.731,0.943,-3.976,0.0527,0.553,0.000256,0.0731,0.889,100.053,0
27818,0.71,0.441,-10.116,0.098,0.191,0.0,0.0905,0.537,80.024,0
27819,0.672,0.613,-7.156,0.0581,0.0669,0.0201,0.0852,0.931,80.0,0
27820,0.483,0.807,-5.125,0.0378,0.00108,0.0013,0.209,0.162,89.017,0
27821,0.676,0.792,-7.482,0.0301,0.0822,0.00488,0.189,0.2,130.984,0
27822,0.578,0.419,-7.863,0.028,0.62,0.000161,0.114,0.272,133.98,0
27823,0.657,0.815,-6.714,0.0993,0.12,0.0,0.0517,0.462,120.525,0
27824,0.57,0.821,-7.347,0.0574,0.257,0.0,0.104,0.534,138.024,0
27825,0.31,0.987,-3.585,0.203,0.00184,1.76e-06,0.329,0.575,105.969,0
27826,0.705,0.76,-7.964,0.361,0.0262,0.0,0.357,0.695,172.096,0
27827,0.669,0.722,-4.222,0.0531,0.257,0.0799,0.304,0.619,178.067,0
27828,0.753,0.475,-7.374,0.0528,0.598,0.0,0.105,0.598,110.065,0
27829,0.659,0.851,-5.52,0.0269,0.00286,0.000585,0.503,0.754,127.026,0
27830,0.597,0.951,-5.21,0.062,0.0139,0.615,0.148,0.251,159.968,0
27831,0.608,0.577,-6.477,0.0479,0.0652,5.8e-05,0.132,0.111,128.872,0
27832,0.618,0.828,-4.513,0.0634,0.21,0.0,0.09,0.84,84.987,0
27833,0.776,0.805,-5.845,0.116,0.0691,0.0,0.532,0.816,105.993,0
27834,0.515,0.664,-7.032,0.0647,0.0186,0.0,0.106,0.501,153.896,0
27835,0.509,0.547,-6.132,0.0299,0.33,9.45e-05,0.358,0.282,125.889,0
27836,0.727,0.678,-5.692,0.338,0.0926,0.0,0.118,0.149,131.781,0
27837,0.721,0.926,-5.381,0.0269,0.238,0.00129,0.353,0.8,118.668,0
27838,0.677,0.729,-6.18,0.0343,0.13,0.0,0.197,0.865,132.952,0
27839,0.707,0.625,-6.364,0.167,0.0842,0.0,0.188,0.105,144.849,0
27840,0.684,0.432,-7.518,0.0361,0.576,0.00599,0.192,0.37,135.046,0
27841,0.776,0.639,-7.473,0.103,0.115,1.94e-06,0.0836,0.734,84.008,0
27842,0.87,0.914,-5.624,0.04,0.0358,0.0,0.0355,0.964,120.494,0
27843,0.48,0.739,-5.646,0.262,0.232,0.0,0.242,0.385,139.03,0
27844,0.629,0.547,-8.195,0.0313,0.00129,0.000461,0.0751,0.422,145.968,0
27845,0.734,0.759,-7.074,0.0345,0.0998,1.03e-05,0.0779,0.842,133.745,0
27846,0.573,0.996,-3.289,0.124,0.00416,0.0,0.298,0.175,105.094,0
27847,0.793,0.729,-4.562,0.0759,0.168,0.00264,0.0583,0.638,86.981,0
27848,0.447,0.935,-4.535,0.0406,0.000684,6.25e-05,0.109,0.917,157.978,0
27849,0.823,0.565,-6.149,0.232,0.0947,0.0,0.0938,0.473,81.003,0
27850,0.399,0.734,-5.241,0.145,0.00449,0.000623,0.132,0.234,173.851,0
27851,0.332,0.978,-5.479,0.0783,0.00276,9.2e-05,0.129,0.291,118.033,0
27852,0.528,0.957,-4.358,0.11,0.000127,0.0,0.119,0.444,107.556,0
27853,0.583,0.647,-5.395,0.0419,0.661,0.000124,0.414,0.628,173.932,0
27854,0.647,0.577,-5.247,0.326,0.0238,2.18e-06,0.186,0.402,122.799,0
27855,0.576,0.413,-7.879,0.0253,0.427,3.16e-05,0.108,0.292,83.531,0
27856,0.516,0.772,-6.242,0.0346,0.00504,0.0,0.0771,0.18,107.0,0
27857,0.538,0.967,-4.991,0.162,0.148,1.18e-06,0.426,0.341,106.67,0
27858,0.409,0.974,-2.479,0.0696,0.00879,0.0,0.203,0.816,175.919,0
27859,0.745,0.64,-6.095,0.0342,0.316,6.71e-06,0.0804,0.899,101.025,0
27860,0.818,0.768,-8.585,0.114,0.0309,0.0079,0.0715,0.528,96.038,0
27861,0.553,0.772,-4.084,0.0406,0.0626,0.0,0.153,0.258,128.942,0
27862,0.428,0.936,-2.658,0.0923,0.146,0.0,0.106,0.711,180.029,0
27863,0.736,0.747,-3.195,0.0571,0.0325,1.26e-06,0.106,0.814,97.108,0
27864,0.737,0.92,-4.239,0.26,0.469,0.0,0.155,0.851,119.997,0
27865,0.635,0.658,-7.321,0.176,0.0294,0.0,0.102,0.795,167.941,0
27866,0.422,0.375,-10.033,0.0354,0.0531,0.0,0.098,0.13,133.996,0
27867,0.634,0.726,-8.936,0.0392,0.209,0.084,0.288,0.791,126.019,0
27868,0.789,0.526,-8.377,0.0398,0.231,5.16e-06,0.044,0.829,139.801,0
27869,0.355,0.994,-2.947,0.131,5.31e-05,0.00187,0.354,0.19,167.972,0
27870,0.749,0.635,-11.006,0.112,0.3,0.152,0.135,0.291,120.034,0
27871,0.634,0.646,-4.937,0.0356,0.373,0.0,0.0853,0.512,88.834,0
27872,0.689,0.613,-7.728,0.0373,0.0108,0.000165,0.192,0.659,127.658,0
27873,0.446,0.848,-4.948,0.0621,0.00295,8.25e-05,0.0902,0.479,199.951,0
27874,0.769,0.425,-8.993,0.0717,0.123,0.000148,0.134,0.225,128.009,0
27875,0.457,0.927,-1.804,0.055,0.0568,0.226,0.193,0.604,170.039,0
27876,0.412,0.341,-9.178,0.0281,0.861,3.31e-06,0.108,0.167,109.978,0
27877,0.55,0.51,-10.694,0.0248,0.24,0.000235,0.141,0.53,149.983,0
27878,0.605,0.615,-7.893,0.044,0.235,7.69e-05,0.0729,0.679,88.395,0
27879,0.599,0.724,-5.515,0.0281,0.246,0.0,0.118,0.352,133.073,0
27880,0.708,0.4,-11.25,0.148,0.161,2.44e-06,0.104,0.398,135.897,0
27881,0.358,0.968,-7.038,0.0549,0.000763,6.75e-05,0.162,0.693,143.264,0
27882,0.555,0.639,-6.832,0.033,0.137,1.99e-05,0.0733,0.518,125.77,0
27883,0.308,0.409,-7.103,0.0282,0.25,0.0,0.109,0.254,179.836,0
27884,0.468,0.511,-8.39,0.0232,0.623,0.0413,0.155,0.379,143.652,0
27885,0.782,0.673,-10.088,0.0278,0.222,2.51e-05,0.271,0.5,119.949,0
27886,0.648,0.756,-6.166,0.229,0.184,9.63e-05,0.177,0.638,89.304,0
27887,0.646,0.326,-9.626,0.0278,0.564,0.00122,0.0488,0.292,129.038,0
27888,0.595,0.0937,-15.269,0.0391,0.917,0.0,0.0999,0.414,98.92,0
27889,0.723,0.681,-6.961,0.0657,0.0455,0.0,0.122,0.635,164.021,0
27890,0.595,0.65,-7.936,0.113,0.308,0.000122,0.13,0.541,100.931,0
27891,0.758,0.555,-4.24,0.0342,0.412,0.0,0.158,0.578,118.003,0
27892,0.296,0.924,-6.021,0.0958,0.00088,0.0895,0.233,0.0992,125.887,0
27893,0.725,0.9,-5.595,0.0489,0.283,0.000211,0.0336,0.857,97.417,0
27894,0.462,0.817,-5.14,0.0415,0.0184,0.0,0.562,0.395,90.046,0
27895,0.55,0.656,-7.001,0.088,0.00473,0.0,0.335,0.431,78.888,0
27896,0.261,0.808,-4.794,0.0448,9.65e-05,0.00233,0.104,0.467,145.48,0
27897,0.526,0.842,-5.177,0.0301,0.000323,0.206,0.161,0.525,108.984,0
27898,0.867,0.528,-7.84,0.112,0.382,0.0,0.217,0.881,111.919,0
27899,0.373,0.116,-16.082,0.059,0.984,0.0,0.122,0.206,129.793,0
27900,0.373,0.116,-16.082,0.059,0.984,0.0,0.122,0.206,129.793,0
27901,0.575,0.603,-6.349,0.336,0.196,0.0,0.0747,0.677,129.34,0
27902,0.64,0.83,-6.158,0.163,0.206,0.0,0.159,0.46,94.394,0
27903,0.505,0.658,-5.27,0.031,0.028,0.0,0.149,0.17,109.955,0
27904,0.656,0.824,-6.169,0.229,0.221,0.00757,0.171,0.423,81.071,0
27905,0.888,0.386,-8.552,0.0535,0.337,1.36e-06,0.0927,0.404,105.973,0
27906,0.612,0.732,-5.495,0.0454,0.0388,0.0,0.301,0.643,120.834,0
27907,0.732,0.888,-2.415,0.0792,0.0702,2.88e-06,0.379,0.674,93.991,0
27908,0.489,0.26,-11.876,0.0884,0.902,0.000683,0.0944,0.371,93.186,0
27909,0.536,0.582,-6.589,0.0397,0.184,0.0,0.109,0.491,83.238,0
27910,0.673,0.481,-9.88,0.0488,0.0764,4e-05,0.127,0.767,117.087,0
27911,0.607,0.744,-4.941,0.174,0.167,0.0,0.644,0.489,106.006,0
27912,0.482,0.845,-5.2,0.0328,0.0612,0.000719,0.357,0.698,175.774,0
27913,0.532,0.301,-9.403,0.0632,0.787,0.000476,0.138,0.0561,127.562,0
27914,0.264,0.787,-7.566,0.0685,0.000136,0.000284,0.179,0.153,81.045,0
27915,0.399,0.995,-1.655,0.109,2.1e-05,0.122,0.0974,0.339,99.946,0
27916,0.655,0.698,-4.959,0.0338,0.000451,0.000928,0.721,0.678,141.979,0
27917,0.795,0.614,-9.575,0.0499,0.164,0.0,0.297,0.717,113.999,0
27918,0.636,0.523,-8.734,0.279,0.467,0.0,0.12,0.261,77.069,0
27919,0.725,0.514,-7.615,0.0371,0.198,0.0,0.192,0.79,105.249,0
27920,0.537,0.505,-7.905,0.0296,0.413,4.89e-05,0.189,0.284,145.877,0
27921,0.421,0.385,-9.615,0.0288,0.0989,0.000828,0.127,0.308,149.925,0
27922,0.56,0.342,-6.743,0.0287,0.73,0.0,0.0945,0.298,131.992,0
27923,0.485,0.307,-13.129,0.0565,0.663,4.13e-05,0.123,0.132,80.171,0
27924,0.421,0.956,-3.033,0.0856,0.0108,0.0,0.0947,0.486,154.044,0
27925,0.605,0.788,-7.13,0.0377,0.0307,0.000166,0.59,0.596,121.951,0
27926,0.621,0.684,-5.148,0.0355,0.623,5.72e-05,0.0942,0.702,171.869,0
27927,0.537,0.852,-6.385,0.047,0.00315,0.00223,0.194,0.561,152.102,0
27928,0.498,0.888,-3.811,0.0519,0.0786,0.0,0.0721,0.734,89.001,0
27929,0.665,0.564,-6.611,0.139,0.309,8.2e-06,0.0734,0.761,89.608,0
27930,0.967,0.558,-5.831,0.0787,0.496,0.000103,0.0777,0.14,110.015,0
27931,0.84,0.905,-6.82,0.0497,0.194,1.34e-05,0.17,0.929,125.026,0
27932,0.824,0.653,-6.353,0.0435,0.376,0.0,0.19,0.771,141.965,0
27933,0.679,0.503,-5.336,0.134,0.0731,0.0,0.0565,0.677,80.755,0
27934,0.796,0.624,-5.722,0.056,0.152,0.0117,0.142,0.607,77.684,0
27935,0.709,0.559,-11.934,0.0363,0.305,0.849,0.0993,0.123,119.997,0
27936,0.652,0.358,-10.947,0.031,0.893,0.0417,0.11,0.385,144.904,0
27937,0.64,0.673,-5.35,0.139,0.326,0.000543,0.108,0.622,80.43,0
27938,0.626,0.645,-8.231,0.0401,0.341,0.00133,0.227,0.72,116.72,0
27939,0.532,0.607,-6.878,0.0304,0.37,6.56e-05,0.136,0.718,117.214,0
27940,0.688,0.224,-13.569,0.0466,0.847,6.56e-05,0.3,0.522,123.452,0
27941,0.724,0.722,-3.764,0.0734,0.0765,0.0,0.116,0.59,167.813,0
27942,0.692,0.609,-8.569,0.0839,0.595,0.151,0.109,0.552,118.05,0
27943,0.573,0.923,-3.443,0.0393,0.0144,0.00473,0.125,0.536,81.107,0
27944,0.657,0.901,-4.523,0.227,0.0784,0.00203,0.21,0.621,82.933,0
27945,0.846,0.763,-4.805,0.394,0.182,0.000732,0.146,0.588,159.987,0
27946,0.674,0.913,-5.898,0.0521,0.124,1.06e-05,0.139,0.968,148.891,0
27947,0.758,0.681,-6.412,0.0809,0.0498,9.45e-06,0.377,0.704,167.961,0
27948,0.509,0.799,-6.035,0.0277,0.000544,0.000636,0.183,0.745,129.681,0
27949,0.747,0.48,-7.972,0.0387,0.531,4.58e-05,0.126,0.779,111.949,0
27950,0.463,0.955,-2.723,0.144,0.181,1.88e-06,0.325,0.232,95.01,0
27951,0.527,0.566,-4.623,0.0272,0.0516,0.0,0.0711,0.13,145.646,0
27952,0.361,0.454,-8.494,0.0305,0.0931,0.00146,0.0737,0.298,124.899,0
27953,0.49,0.738,-5.867,0.0492,0.132,0.000366,0.0826,0.735,155.179,0
27954,0.795,0.502,-6.878,0.0311,0.0283,0.0185,0.0867,0.523,112.248,0
27955,0.851,0.603,-8.436,0.049,8.39e-05,0.0,0.115,0.89,125.243,0
27956,0.432,0.81,-5.934,0.0278,0.146,0.0208,0.0878,0.192,152.159,0
27957,0.645,0.518,-9.02,0.0366,0.515,0.000396,0.105,0.224,110.898,0
27958,0.842,0.543,-7.26,0.109,0.547,2.35e-06,0.117,0.584,123.954,0
27959,0.617,0.756,-5.652,0.091,0.0565,0.00217,0.547,0.604,157.798,0
27960,0.55,0.317,-8.187,0.0341,0.899,3.94e-06,0.104,0.224,84.083,0
27961,0.446,0.586,-5.391,0.0479,0.661,0.0,0.0962,0.424,124.84,0
27962,0.556,0.781,-6.814,0.0298,0.0625,0.033,0.12,0.652,95.277,0
27963,0.727,0.364,-6.641,0.114,0.703,0.00422,0.121,0.491,107.176,0
27964,0.632,0.821,-6.608,0.3,0.501,0.000436,0.175,0.524,90.032,0
27965,0.655,0.679,-7.663,0.0457,0.363,0.00288,0.0381,0.937,88.653,0
27966,0.522,0.698,-6.987,0.0316,0.000317,0.198,0.307,0.13,134.997,0
27967,0.672,0.94,-3.914,0.142,0.139,1.75e-06,0.391,0.519,145.976,0
27968,0.569,0.698,-7.078,0.0271,0.000813,0.00281,0.29,0.44,109.477,0
27969,0.623,0.319,-6.783,0.0296,0.893,0.0,0.121,0.44,79.009,0
27970,0.581,0.32,-8.807,0.0309,0.798,0.0105,0.206,0.332,110.04,0
27971,0.508,0.602,-8.205,0.268,0.197,0.0,0.289,0.39,96.844,0
27972,0.496,0.65,-3.867,0.103,0.254,8.68e-06,0.101,0.551,134.9,0
27973,0.664,0.859,-6.799,0.0621,0.219,1.23e-05,0.27,0.818,173.961,0
27974,0.697,0.691,-4.796,0.0926,0.0864,0.0,0.0637,0.478,84.454,0
27975,0.51,0.763,-4.506,0.0701,0.0516,0.0151,0.101,0.344,173.053,0
27976,0.38,0.989,-4.462,0.154,2.8e-05,0.00268,0.0628,0.291,111.025,0
27977,0.319,0.957,-4.245,0.11,0.00571,0.00059,0.26,0.485,172.886,0
27978,0.427,0.43,-10.458,0.0339,0.749,0.0277,0.109,0.189,110.058,0
27979,0.828,0.564,-7.484,0.0421,0.245,0.0,0.0681,0.844,97.004,0
27980,0.704,0.945,-4.964,0.195,0.000746,0.122,0.116,0.563,147.025,0
27981,0.633,0.424,-5.965,0.0346,0.472,0.0,0.114,0.257,113.911,0
27982,0.607,0.789,-4.947,0.0542,0.0067,0.0124,0.097,0.055,91.011,0
27983,0.503,0.93,-4.852,0.0778,0.00191,0.0,0.542,0.337,127.914,0
27984,0.647,0.876,-5.065,0.0463,0.283,1.96e-06,0.235,0.784,82.987,0
27985,0.602,0.782,-6.722,0.0482,0.0144,0.234,0.122,0.826,108.096,0
27986,0.705,0.426,-9.078,0.039,0.0157,0.00491,0.113,0.241,123.967,0
27987,0.291,0.923,-4.357,0.0715,0.00117,0.000107,0.117,0.201,174.031,0
27988,0.76,0.919,-3.629,0.254,0.00276,0.00849,0.124,0.407,75.009,0
27989,0.708,0.62,-7.503,0.131,0.422,0.0,0.162,0.603,134.832,0
27990,0.438,0.799,-5.443,0.0703,0.226,0.0,0.149,0.572,161.863,0
27991,0.895,0.601,-8.983,0.0583,0.277,0.0132,0.327,0.765,97.993,0
27992,0.611,0.69,-5.534,0.101,0.0588,0.0,0.121,0.697,138.988,0
27993,0.843,0.361,-8.858,0.0499,0.0637,0.00012,0.295,0.517,129.989,0
27994,0.481,0.846,-3.946,0.0422,0.00372,7.81e-06,0.0658,0.536,154.149,0
27995,0.744,0.575,-9.064,0.173,0.131,1.22e-06,0.0904,0.728,77.931,0
27996,0.724,0.347,-8.087,0.0443,0.324,0.000217,0.12,0.175,110.678,0
27997,0.457,0.975,-3.061,0.147,0.0642,0.0422,0.397,0.181,128.966,0
27998,0.675,0.611,-5.31,0.0378,0.0611,0.119,0.0706,0.519,183.947,0
27999,0.496,0.611,-7.516,0.0963,0.328,9.2e-06,0.175,0.763,78.777,0
28000,0.643,0.473,-5.795,0.25,0.494,3.39e-06,0.255,0.535,140.025,0
28001,0.569,0.597,-6.977,0.0288,0.697,0.0,0.0908,0.482,79.96,0
28002,0.84,0.509,-8.584,0.0775,0.106,4.28e-06,0.0789,0.668,93.061,0
28003,0.537,0.85,-5.424,0.033,0.0994,0.000542,0.204,0.781,141.159,0
28004,0.61,0.708,-4.3,0.0606,0.0095,3.14e-05,0.116,0.508,101.003,0
28005,0.688,0.521,-7.251,0.0592,0.754,0.0,0.178,0.431,102.974,0
28006,0.523,0.689,-6.364,0.297,0.00189,0.0,0.383,0.392,100.03,0
28007,0.683,0.524,-11.068,0.26,0.248,5.7e-06,0.0744,0.355,74.989,0
28008,0.575,0.904,-4.349,0.0395,0.00214,0.0,0.719,0.419,124.119,0
28009,0.371,0.936,-4.345,0.0391,0.0019,0.0114,0.0971,0.524,154.376,0
28010,0.612,0.763,-6.017,0.042,0.692,9.57e-05,0.355,0.815,129.934,0
28011,0.742,0.702,-7.191,0.048,0.0464,0.171,0.102,0.819,79.994,0
28012,0.457,0.652,-6.353,0.0824,0.142,2.93e-05,0.0862,0.321,114.051,0
28013,0.632,0.601,-7.585,0.114,0.000958,3.01e-05,0.347,0.0763,82.0,0
28014,0.689,0.639,-6.773,0.0917,0.262,0.0,0.438,0.581,149.973,0
28015,0.613,0.963,-2.349,0.0539,0.00251,4.12e-06,0.249,0.575,126.996,0
28016,0.862,0.488,-10.837,0.0362,0.515,0.046,0.116,0.659,120.085,0
28017,0.592,0.686,-6.333,0.0478,0.253,0.000496,0.132,0.67,82.449,0
28018,0.453,0.717,-7.724,0.0754,0.174,0.00243,0.12,0.393,111.019,0
28019,0.594,0.633,-7.342,0.0625,0.389,0.000396,0.107,0.531,106.016,0
28020,0.487,0.754,-4.844,0.032,0.336,0.0,0.185,0.55,145.801,0
28021,0.489,0.853,-5.533,0.0797,0.16,0.315,0.128,0.312,150.016,0
28022,0.296,0.469,-8.005,0.0374,0.252,0.00255,0.098,0.263,160.122,0
28023,0.708,0.904,-2.988,0.0369,0.084,1.88e-06,0.207,0.468,133.003,0
28024,0.641,0.675,-7.004,0.0916,0.395,4.78e-05,0.112,0.55,179.909,0
28025,0.481,0.887,-4.383,0.105,0.00738,1.25e-06,0.142,0.751,184.927,0
28026,0.524,0.853,-7.609,0.0647,0.118,0.212,0.0914,0.138,105.982,0
28027,0.484,0.531,-5.866,0.0299,0.165,2.09e-06,0.0969,0.246,123.35,0
28028,0.687,0.672,-4.867,0.144,0.268,0.0,0.113,0.617,81.616,0
28029,0.656,0.586,-4.698,0.0366,0.0875,0.0,0.248,0.719,113.078,0
28030,0.397,0.625,-6.827,0.0304,0.0251,7.85e-06,0.359,0.123,129.933,0
28031,0.471,0.777,-6.385,0.0307,0.0453,0.00047,0.102,0.478,90.334,0
28032,0.579,0.497,-9.673,0.0382,0.707,5.29e-06,0.0886,0.235,160.003,0
28033,0.771,0.698,-13.758,0.0345,0.184,9.3e-06,0.307,0.978,130.013,0
28034,0.664,0.858,-5.726,0.0525,0.0538,3.03e-05,0.288,0.637,176.032,0
28035,0.808,0.402,-8.637,0.132,0.671,0.189,0.124,0.389,89.886,0
28036,0.733,0.719,-5.317,0.12,0.584,3.67e-05,0.0768,0.747,169.998,0
28037,0.41,0.823,-4.939,0.0464,0.0117,0.0146,0.347,0.635,186.003,0
28038,0.752,0.638,-9.574,0.0967,0.0448,0.00518,0.114,0.742,115.007,0
28039,0.412,0.962,-5.908,0.0598,0.000325,0.0505,0.185,0.755,156.262,0
28040,0.495,0.518,-7.417,0.0311,0.0168,0.0587,0.0958,0.176,130.257,0
28041,0.647,0.947,-2.67,0.0496,0.00157,1.31e-05,0.108,0.819,116.029,0
28042,0.379,0.97,-3.581,0.0643,0.000165,0.00014,0.034,0.446,121.423,0
28043,0.62,0.806,-10.383,0.0566,0.00782,1.78e-05,0.159,0.716,98.012,0
28044,0.671,0.525,-7.933,0.0462,0.343,1.7e-06,0.185,0.0888,124.74,0
28045,0.731,0.549,-8.878,0.175,0.258,0.0,0.072,0.519,127.978,0
28046,0.754,0.798,-4.746,0.0353,0.0307,0.013,0.142,0.0687,121.997,0
28047,0.755,0.552,-5.779,0.199,0.314,5.44e-06,0.0516,0.727,100.229,0
28048,0.523,0.722,-6.533,0.0307,0.074,0.00336,0.122,0.506,129.424,0
28049,0.524,0.627,-8.794,0.0418,0.014,0.0,0.171,0.252,125.073,0
28050,0.535,0.781,-6.885,0.275,0.112,0.051,0.0656,0.387,83.875,0
28051,0.485,0.842,-7.835,0.0871,0.00109,0.358,0.12,0.39,160.071,0
28052,0.719,0.689,-10.149,0.0312,0.222,2.1e-05,0.195,0.931,133.289,0
28053,0.369,0.42,-9.215,0.0285,0.068,1.17e-05,0.104,0.0438,141.897,0
28054,0.572,0.447,-7.218,0.0438,0.756,0.0,0.104,0.549,175.918,0
28055,0.755,0.612,-7.632,0.0484,0.185,0.0,0.376,0.39,96.007,0
28056,0.462,0.963,-5.884,0.0509,0.000584,0.00216,0.167,0.45,102.703,0
28057,0.536,0.625,-4.506,0.0376,0.18,1.27e-06,0.0985,0.142,118.054,0
28058,0.588,0.734,-7.115,0.0286,0.0679,0.000996,0.383,0.51,113.0,0
28059,0.477,0.693,-6.348,0.0351,0.323,2.13e-06,0.192,0.593,127.555,0
28060,0.664,0.748,-9.723,0.0423,0.11,0.00126,0.185,0.891,93.0,0
28061,0.466,0.466,-7.416,0.0323,0.305,0.0,0.165,0.271,141.719,0
28062,0.734,0.794,-5.393,0.294,0.281,0.0,0.169,0.75,176.099,0
28063,0.451,0.537,-8.661,0.0266,0.417,9.12e-06,0.128,0.305,146.014,0
28064,0.705,0.755,-5.844,0.257,0.287,1.23e-05,0.182,0.416,136.989,0
28065,0.661,0.461,-4.875,0.041,0.0582,0.000252,0.106,0.135,92.974,0
28066,0.387,0.967,-6.747,0.0992,8.2e-05,0.000347,0.0741,0.396,104.131,0
28067,0.944,0.703,-6.569,0.128,0.437,0.0,0.111,0.517,127.916,0
28068,0.822,0.669,-4.136,0.0491,0.203,0.0,0.133,0.55,116.98,0
28069,0.736,0.877,-6.427,0.0871,0.00518,0.0,0.189,0.668,135.964,0
28070,0.524,0.465,-9.299,0.0291,0.288,0.000493,0.117,0.513,80.979,0
28071,0.382,0.55,-7.199,0.0518,0.463,0.0,0.131,0.392,94.904,0
28072,0.515,0.938,-5.126,0.0795,0.0346,7.87e-05,0.401,0.671,155.092,0
28073,0.796,0.494,-10.197,0.0425,0.195,0.211,0.142,0.303,109.994,0
28074,0.532,0.694,-6.034,0.032,0.0441,4.64e-06,0.363,0.47,163.962,0
28075,0.501,0.451,-8.991,0.195,0.56,0.0,0.188,0.563,79.962,0
28076,0.436,0.623,-7.827,0.0318,0.0303,0.0179,0.103,0.223,113.967,0
28077,0.592,0.734,-4.481,0.0893,0.00841,0.0,0.189,0.184,125.213,0
28078,0.499,0.887,-5.128,0.0272,0.00214,0.0,0.131,0.529,114.195,0
28079,0.58,0.78,-3.783,0.0778,0.145,0.0,0.343,0.827,168.102,0
28080,0.635,0.565,-6.34,0.0362,0.484,0.0,0.104,0.685,152.035,0
28081,0.627,0.615,-6.599,0.0383,0.0487,0.000204,0.332,0.475,132.962,0
28082,0.583,0.466,-7.593,0.0268,0.688,0.000874,0.111,0.233,119.033,0
28083,0.58,0.74,-7.404,0.0491,0.242,0.000291,0.102,0.633,137.036,0
28084,0.851,0.512,-8.563,0.167,0.374,7.23e-05,0.187,0.703,77.124,0
28085,0.523,0.575,-4.102,0.0255,0.0787,5.87e-06,0.118,0.317,80.309,0
28086,0.544,0.612,-5.867,0.0293,0.0153,2.13e-05,0.221,0.695,146.948,0
28087,0.602,0.851,-2.706,0.0393,0.0103,0.0,0.191,0.631,111.96,0
28088,0.912,0.582,-9.408,0.271,0.0333,0.0,0.0572,0.842,119.996,0
28089,0.819,0.69,-3.177,0.0617,0.0697,6.77e-06,0.132,0.878,97.042,0
28090,0.475,0.264,-11.452,0.0745,0.957,0.0,0.156,0.135,81.922,0
28091,0.432,0.7,-6.574,0.0437,0.238,0.0,0.151,0.589,151.87,0
28092,0.262,0.287,-12.325,0.0421,0.837,0.0,0.0698,0.0394,120.018,0
28093,0.535,0.342,-9.322,0.0557,0.489,1.27e-05,0.165,0.0799,118.201,0
28094,0.671,0.32,-12.538,0.0293,0.362,2.82e-05,0.104,0.284,79.987,0
28095,0.622,0.59,-7.517,0.0363,0.00606,0.000702,0.286,0.526,91.089,0
28096,0.59,0.639,-7.099,0.142,0.648,0.0,0.0814,0.421,139.661,0
28097,0.535,0.782,-3.793,0.0525,0.243,0.0,0.277,0.389,147.095,0
28098,0.656,0.785,-6.062,0.159,0.149,0.000441,0.292,0.598,85.764,0
28099,0.754,0.631,-7.83,0.0376,0.142,0.000314,0.0866,0.949,115.085,0
28100,0.85,0.884,-7.676,0.0563,0.0042,0.000868,0.107,0.552,109.983,0
28101,0.668,0.71,-5.699,0.0378,0.0289,0.0,0.208,0.269,82.965,0
28102,0.849,0.61,-10.822,0.154,0.0204,4.76e-06,0.0454,0.566,99.01,0
28103,0.526,0.917,-7.368,0.0915,0.0146,0.0988,0.136,0.419,119.477,0
28104,0.697,0.513,-8.642,0.0677,0.194,3.9e-05,0.102,0.5,81.484,0
28105,0.519,0.737,-5.672,0.039,0.0296,0.0,0.47,0.6,154.036,0
28106,0.573,0.825,-6.289,0.053,0.0173,7.06e-05,0.129,0.328,113.006,0
